global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
4622.411283216686	n/a	n/a	21366686.071208928	8996.671103777204	n/a	n/a	80940090.94953974	4765.116482243067	n/a	n/a	22706335.089344542	5392.382081827986	5677.349275985146	n/a	n/a	n/a	n/a	-0.0585397806	-0.0959581686	0.0140322931	-0.0179075756	0.0983276821	-0.1170588722	0.0786827722	-0.0649630993	-0.0037893742	0.1015434227	-0.1120887803	0.0216944124	0.2037167083	-0.0594381971	0.130827585	-0.0262595769	-0.0048754324	0.0284624711	-0.0076634017	0.0514295945	-0.0393270229	0.0670362995	-0.0593954618	0.1451125418	-0.0336839481	0.0076142941	-0.0304315611	0.0149361698	-0.1076774775	-0.0128707418	0.172493912	-0.0329045989	-0.0647743357	0.0317251792	0.0057850076	0.0236269536	-0.0357461307	0.1286561754	0.0824122441	-0.1191999003	-0.0248118606	0.0778745589	0.0487382696	0.0399918947	-0.1079811321	-0.0385575536	0.1459726469	-0.0378942132	0.0832504719	-0.2510663272	0.0479206496	0.0364728649	-0.1595751099	0.0377727355	-0.0645494219	0.0795227017	-0.0785372034	0.0004452982	-0.0445944303	0.0165224565	-0.030593877	0.2593269365	-0.1828925756	0.1496066732	-0.0457421778	0.0294427843	-0.0499968979	0.0490283034	-0.003469745	-0.0471427616	0.0192959873	-0.0532950379	0.0311519153	0.0820896202	-0.04822945	0.0088548173	-0.2811136299	0.03536991	-0.0779745654	0.0047326105	-0.0181819302	0.0532492562	-0.1821290692	0.2202610653	-0.0651963631	0.1024488923	-0.039967875	0.010772394	-0.0140215208	-0.0143893849	0.0234859657	-0.0916572802	0.0460237793	-0.0006437159	0.114614864	-0.0743007123	0.0099637264	-0.0580701889	0.1269899372	0.1269593695	0.1269084288	0.1268371232	0.0550732418328863	n/a	0.0030330619659835	n/a	0.149070985548704	n/a	n/a	0.0222221587324619	-0.2900823118525579	n/a	n/a	0.0841477476497246	-0.0025102725004833	n/a	6.301468026682679e-06	n/a	0.0010673699609438	n/a	1.1392786335251693e-06	n/a	0.0005008400362368	n/a	2.508407418976792e-07	n/a	0.0	0.0	0.0
4622.2755815339415	-0.1357016827441839	0.0184149466996031	21365431.551644936	8841.89520031157	-154.77590346563375	23955.580293603176	78179110.73329277	4764.928974563527	-0.1875076795404311	0.035159129886637	22704548.132635023	5384.513112794369	5658.419265669771	0.981946	28.995342	0.0982922503015645	0.0514382440286806	-0.0083749793	-0.142632829	-0.0751358536	0.0215749255	0.1249084742	0.0015985675	0.1849314656	-0.1314306275	0.0177268884	0.1373899803	-0.1270162026	0.0686622856	0.1123358948	-0.093491366	0.1287098383	-0.1096294569	-0.0037595783	-0.1276933808	-0.1372509391	0.1081282508	-0.0022393751	0.1711566595	0.0976475511	0.2249042084	-0.0885743941	-0.0218124048	0.1627942832	-0.2070565776	0.0575595929	-0.1001581604	0.0405189402	0.0801444367	-0.0938707915	0.1007736136	-0.0978085832	-0.0783431076	-0.0690441045	-0.0649814199	-0.0110925684	-0.063428296	0.0369355998	0.0110882641	0.0232782968	-0.0365946375	0.1209532479	-0.0301728927	0.1699111408	-0.116463859	0.0974850074	-0.1840862152	0.1078860892	0.0475797616	-0.1851215884	-0.0515801685	0.0743191515	-0.02585792	-0.1474284604	0.0421236123	0.0515859598	-0.0860886576	0.0236613057	-0.0080118658	-0.2160300878	0.0984463122	-0.0617529787	0.0541557424	-0.048661367	0.181264771	0.1035615618	-0.0606627612	-0.0335987961	0.0768011632	0.0028762416	0.080858309	-0.1052238569	0.066165593	-0.2502762249	0.0334440626	-0.0538591608	0.0793929477	-0.0387878585	-0.0027080366	-0.1402431305	0.2012231151	-0.1068287766	0.0306793085	0.0608620072	0.0851819753	0.0499822529	0.0705930643	0.0338111435	-0.0870136146	-0.0589460995	-0.0246498897	0.0112574818	-0.0364535366	-0.000648037	-0.1787798681	0.1269084288	0.1266334666	0.1261756376	0.1255356027	0.047217055098045	-0.0078561867348413	0.0022294502921318	6.17196700126964e-05	0.1214949603779445	-0.0275760251707594	0.0007604371642183	0.0147610253972383	-0.2482307163376091	0.0418515955149488	0.0017515560471468	0.0616184885334825	-0.0021027717452743	0.0004075007552089	4.421649012723926e-06	1.6605686549590518e-07	0.001057975025543	-9.394935400800029e-06	1.1193111546727117e-06	8.826481118520559e-11	0.0005041132032473	3.2731670104999737e-06	2.541301216882536e-07	1.0713622278625336e-11	0.0	0.0	0.0
4623.027916300962	0.7523347670203293	0.5660076016675332	21372387.11489801	8838.163774762836	-3.731425548734478	13.9235366257484	78113138.90953006	4750.377311541777	-14.551663021749846	211.75089669856183	22566084.602010883	5360.937941069997	5646.63813474089	1.229653	36.309761	0.0471938435720057	0.0264074795522555	0.0711067811	-0.0974269138	0.0568123788	0.1154301933	0.0876480647	-0.0184108264	-0.0073697859	0.0731999226	-0.0646141739	-0.0075783805	-0.1703197992	0.0804739387	0.1693722382	-0.0288485034	-0.0590435767	0.0750173834	0.1290369287	-0.0288135095	-0.0085959855	-0.0295677317	-0.0666113859	-0.0654746989	0.0773401819	-0.0542950672	-0.1111399838	-0.0424533996	-0.0460443439	0.1546128157	0.0192209922	-0.0951519702	0.0697651341	-0.0454161057	-0.0189688033	-0.1321047785	-0.0348078159	-0.0229988128	0.0325930009	-0.0627873454	0.0044163058	0.0616954833	-0.1612310659	0.0216382046	-0.1679154858	-0.0291913556	0.2129955112	0.0765445802	0.1303862264	-0.069871452	-0.0002255682	-0.1700870307	-0.1555245939	0.0356620892	0.0845069562	0.0818509095	0.0886640574	-0.0297968049	0.0570102996	-0.190632434	-0.0589558487	0.0164141641	-0.0781053949	0.0075652129	-0.0262555013	-0.0260816071	-0.0047456023	-0.0542088404	-0.012301705	-0.0013615371	0.0732793742	0.0825687024	-0.0789397858	-0.0482161409	-0.0881428457	-0.0794897049	0.0253840645	0.0892542999	-0.2365684582	0.0082958297	-0.0704627265	0.0505527688	-0.0641504882	0.0704236834	-0.0920678174	0.0706612888	-0.1433473681	-0.2243451413	-0.0194137869	0.0805476466	-0.0228472412	0.0821091004	0.0677200724	0.0685175357	0.0045909347	0.0384329479	0.0857680492	-0.0068768192	0.0506990425	0.0909250196	0.1267454643	0.1259824975	0.1247142864	0.122945917	0.0488480171026992	0.0016309620046542	0.0023861287748655	2.660037060625648e-06	0.1218547311971889	0.0003597708192444	1.294350423797895e-07	0.0148485755151391	-0.2603788430062863	-0.0121481266686771	0.0001475769815582	0.0677971418852922	-0.0022559402204221	-0.0001531684751477	5.089266278118113e-06	2.346058177910222e-08	0.0014848435452927	0.0004268685197496	2.204760353997394e-06	1.822167331532999e-07	0.0005851758899384	8.106268669110005e-05	3.424308221651985e-07	6.571159173579449e-09	0.0	0.0	0.0
4634.010992428355	10.98307612739336	120.62796122011794	21474057.877946828	8748.954580688476	-89.2091940743594	7958.280307396721	76544206.25494987	4755.882150340192	5.504838798415221	30.303250196537537	22618415.02792445	5345.24335143763	5645.152877421123	1.014235	29.948807	0.078489401030455	0.0439818541891043	0.0772120032	-0.0064043884	0.0526909663	0.0840523345	0.0184057113	0.0057608925	-0.0365749546	0.0342874388	-0.1076396672	0.0032808244	-0.1082365967	0.0339332781	0.2550663865	-0.0558312084	-0.0513741489	0.1417828435	0.0988298303	0.0600942793	0.166333656	-0.0681878106	-0.0874590366	0.0458312586	0.0570790185	-0.0987216534	0.088350806	-0.1077315971	0.0698723368	0.1403275404	-0.0400788043	-0.0993834196	0.017654372	-0.1021746568	-0.0893875679	-0.0522390437	0.0496759506	-0.0166495095	-0.0294930931	0.005390283	0.0286067491	0.0673158	-0.0285105759	0.0181218191	-0.0531304915	-0.0349820739	-0.1305608722	0.0789262577	0.0620655255	-0.0122158343	-0.0122328574	-0.2733334437	-0.1578546674	-0.0736448683	0.0354340841	0.0635396345	-0.1692246902	0.024690227	0.0429361428	-0.1830360744	0.0336254197	0.0283333345	-0.0857298069	0.0906945417	-0.0028636855	0.0506685501	0.0447357009	0.0172154122	0.1770950709	-0.1426803326	0.0621055527	0.0782764808	0.0401032889	-0.0538547712	-0.0027815273	-0.0724636544	0.0810046787	0.065567688	-0.2290916967	-0.0340961631	-0.0653698139	0.0454004765	-0.0430944043	0.1322480402	-0.1532156907	0.0626314738	-0.0155691452	-0.0671142961	-0.0812537271	-0.0816287785	-0.0956628772	-0.0315558335	-0.0554311044	0.0330682569	0.1602056138	0.0385077637	0.0460568438	0.0304973427	-0.0181938792	-0.0093006318	0.1265011483	0.125008133	0.1225328133	0.1190946399	0.043713771226109	-0.0051342458765901	0.0019108937948085	2.636048072128346e-05	0.1577829768779537	0.0359282456807648	0.0012908388376973	0.0248954677924688	-0.2488786763399062	0.01150016666638	0.0001322538333545	0.0619405955367037	-0.0027729380167343	-0.0005169977963122	7.689185244650354e-06	2.672867213916712e-07	0.0014841902820101	-6.532632825999134e-07	2.20282079321322e-06	4.267529163932143e-13	0.000586059686478	8.83796539599929e-07	3.434659561146917e-07	7.810963234088089e-13	0.0	0.0	0.0
4628.162545895539	-5.848446532816524	34.20432684721362	21419888.551230274	8785.906657772972	36.95207708449561	1365.4560008585058	77192155.79909943	4758.793233866088	2.9110835258952648	8.474407294738807	22646113.04268965	5358.803369504596	5704.317558249925	1.11661	32.971775	0.1406988360582997	0.0715018538124462	0.0356234147	0.0194432908	0.1372233234	0.0385158472	0.0364991691	-0.0497395163	-0.0675260786	-0.0834048731	-0.0574022731	0.0251102262	-0.0664152077	-0.1045906812	0.1131722239	0.0283817808	-0.0530403496	0.076639853	0.02449823	0.0536721607	-0.0675061904	0.000112696	-0.0997678417	0.0089193687	0.0105490334	-0.1598337685	0.1237752432	-0.0846353704	-0.0987138958	-0.1621468274	0.0485898145	0.094027647	-0.0551312485	-0.1387833651	0.0868095847	0.0442624551	0.0295005155	-0.0034347167	-0.0432064012	0.1030217003	0.1223261702	0.061351252	-0.0258336687	0.001598549	-0.0343374526	-0.1307211476	0.0965323387	0.0163040557	0.0648456924	0.115361449	-0.0284675247	-0.1185447663	-0.0378600884	-0.0852033652	0.129136338	-0.141422319	0.1403315947	-0.0485774286	0.025652876	-0.027712627	-4.17691e-05	0.1570763117	-0.1179976253	-0.057855497	0.0038739787	0.0117760324	-0.0245671741	-0.0766382138	0.1101539103	-0.1184026399	0.0265342284	-0.0222167854	0.1280214752	-0.1485374187	-0.0324540923	0.0091475345	0.133826278	-0.0356618845	-0.1661995013	0.0149236649	0.0073586427	0.0151679011	-0.0323874545	0.018867959	-0.0538735617	-0.0473307465	0.0649298358	-0.0275399327	-0.0814552608	-0.1403030267	0.0832597886	0.1861035286	0.0926497122	0.0091059072	-0.0171876512	0.0610403536	-0.0339651603	0.1892072378	0.0357002534	0.0215118013	0.1261756376	0.1237128745	0.1196438145	0.1140212905	0.03164639468811	-0.0120673765379989	0.0010014942967556	0.0001456215765098	0.1189939804618944	-0.0387889964160593	0.001504586242965	0.0141595673861657	-0.2498413528175476	-0.0009626764776413	9.26746000604042e-07	0.0624207015777023	-0.0015818876267604	0.0011910503899739	2.5023684636976507e-06	1.4186010314569797e-06	0.0010519192477209	-0.0004322710342892	1.106534103725704e-06	1.868582470854548e-07	0.0007403339947469	0.0001542743082689	5.48094423777903e-07	2.3800562191847598e-08	0.0	0.0	0.0
4613.98640456967	-14.17614132586823	200.96298289098905	21288870.541553754	8777.90953398205	-7.99712379092125	63.95398892731867	77051695.78677298	4745.494061307952	-13.29917255813598	176.86799073107707	22519713.88590904	5345.518674238013	5596.446221750679	1.4712	43.442265	0.2971988653465884	0.1408859047994045	-0.1317347073	0.0441408903	0.0401206017	-0.1500167194	-0.028440465	0.0332365083	-0.0798237323	-0.002932009	0.1133558108	-0.0492604942	0.0090347684	-0.15014874	0.0196622869	0.0544555119	0.0211987761	-0.0202618682	0.0684745124	0.0712827535	0.0905935736	0.172915327	0.0441790206	-0.0755914819	-0.0977639111	-0.0379524844	-0.0602758289	0.2481606313	0.0303545978	0.0177637509	-0.1045990123	0.118136512	-0.0607314872	-0.0297516594	0.0741884601	0.0276698398	-0.0053893382	-0.2531385706	0.1229996695	0.1212073401	-0.0301676564	0.0048079704	-0.1145030771	-0.0001808837	0.0862261625	-0.1285983685	-0.0038624702	-0.1286642278	-0.0433421556	0.0692811263	-0.0859734661	-0.0354158559	0.0314234093	0.039049715	-0.0778565716	0.0682221593	0.0383905672	0.1148263643	0.1858664466	-0.0136142393	-0.0696098843	-0.101768512	0.0928601476	-0.1226879616	0.1120699646	-0.0226368269	-0.0615020639	-0.0294456688	-0.0127044436	0.0075269367	0.0892929836	-0.1427635043	-0.0108729589	-0.1513309217	-0.2109583201	0.0728764718	0.0208605353	-0.1628535015	-0.0121751118	0.0088668354	-0.0488635843	-0.0483422504	0.0025758301	-0.1237330685	0.1007828539	-0.0896672144	-0.1359870566	0.1039529247	0.0962157262	-0.0395534906	0.2600914629	-0.1626202626	-0.2054197882	-0.1088887726	0.1048225019	-0.0739939823	0.0477010264	0.1394746545	-0.0608760058	0.0548935517	0.1257691411	0.1221000468	0.1160639717	0.1077779285	-0.0023602485161973	-0.0340066432043073	5.570773058211555e-06	0.001156451782025	0.1691554381856406	0.0501614577237462	0.0025161718409711	0.028613562267776	-0.1682550261193327	0.0815863266982148	0.0066563287041078	0.0283097538144173	-0.0006942465830685	0.0008876410436919	4.819783181022876e-07	7.879066224464455e-07	-0.0006872566072022	-0.0017391758549231	4.72321644143079e-07	3.024732654347496e-06	0.0007382621389555	-2.0718557913999582e-06	5.4503098581515e-07	4.292586420357549e-12	0.0	0.0	0.0
4625.846335755437	11.859931185766982	140.6579677311282	21398454.32202201	8713.567076764788	-64.34245721726256	4139.951800755263	75926251.20127925	4746.37890326988	0.8848419619280321	0.7829452975886491	22528112.693405382	5341.907462548772	5515.122657288896	1.139699	33.653545	0.2220819173969701	0.1080676248851989	-0.0830508234	0.0657502779	-0.0911383134	-0.1206258767	-0.1223887442	0.0819926588	0.0286787071	-0.0308736653	0.1308077342	-0.0593001507	0.0467484655	0.0720495051	0.0796469943	0.0629490824	-0.0952259717	-0.0190525708	0.0022711926	-0.0728336868	0.046021998	-0.0913796947	0.1622334066	-0.0813521567	0.179751619	-0.0142267766	-0.0677929361	0.0281256806	-0.0472623442	-0.0210922161	0.0066749424	0.040814949	0.0215051456	0.0456772301	-0.0236258957	0.0506111185	-0.0795860929	0.018096006	-0.0371827629	-0.0426555925	-0.0218877434	0.1231019975	0.0109521969	-0.1515994955	0.2210342319	-0.0505935258	-0.1663539922	-0.1041521469	-0.1383629278	-0.0521001651	-0.0026811838	-0.0530399356	-0.0127747852	0.0365789274	0.1995353174	0.0836388035	0.0354862019	-0.1112163358	-0.004632676	0.0625321115	0.079353587	-0.0364778942	0.0157336832	-0.0822060947	0.170455886	0.0833363344	0.0081284922	0.0882727627	-0.0696544992	0.0765803231	-0.05327513	-0.0401664199	-0.0724426919	0.0530751958	0.083159981	-0.1214698171	-0.0814724617	-0.1031609509	0.0536445205	-0.028825974	-0.0217727574	-0.0822607731	0.1845522632	-0.0220347881	0.0839026047	-0.1318428166	-0.1421026295	-0.0623936301	-0.0427576512	-0.0338281036	0.1847602942	0.0355516578	0.0536664812	-0.0109490079	0.0693039298	-0.1276283602	0.0038531766	0.0832605372	0.0467653381	-0.0029975379	0.1252819198	0.12017379	0.1118139553	0.100428619	-0.0331426839995145	-0.0307824354833172	0.0010984375026916	0.0009475583342845	0.1196318760766956	-0.049523562108945	0.0024525832039585	0.0143117857736298	-0.0938667496621548	0.0743882764571779	0.0055336156742695	0.0088109666921376	-0.0003470835860288	0.0003471629970396	1.2046701569061144e-07	1.2052214651358673e-07	-0.0007164597345812	-2.9203127379000032e-05	5.133145512761636e-07	8.528226487141012e-10	-0.0002331246035764	-0.0009713867425319	5.4347080792653646e-08	9.435922035667356e-07	0.0	0.0	0.0
4650.221943488357	24.37560773291989	594.1702523491839	21624564.123700637	8792.932948230562	79.36587146577403	6298.941553521765	77315669.8320786	4759.130123973005	12.751220703125	162.59362941980362	22649319.536907308	5363.00801184418	5644.463569494245	0.923602	27.272551	0.1068564887990516	0.0505232844223099	-0.0518609734	0.0948952343	-0.1328931317	-0.0997379556	-0.1417348884	0.0030804156	0.0111663523	0.0938123531	0.1023616187	0.0295742489	0.1284650375	0.043533539	0.0441251647	0.0207372256	-0.1589215818	0.0982702354	-0.0240381001	0.0354140988	-0.0246196542	0.0757865535	0.1564416092	-0.0485875328	0.0418431885	0.2070576425	0.0514022543	-0.1226254238	-0.1030556059	-0.0630091284	0.1225585893	-0.0557007877	-0.0871210652	-0.032844408	0.0797846168	-0.0884660511	0.0956690946	-0.0330004224	-0.0617068286	-0.1352746912	-0.0149847603	0.0380805174	0.0242824842	-0.0226370481	-0.0166189549	-0.0227906785	-0.1207933899	-0.0593725517	-0.1538390467	-0.0038055203	0.0727407787	0.0260056683	-0.055608558	0.0431021019	0.1725432391	0.0174084686	-0.0186712974	-0.0041349767	0.078336126	0.2149602386	-0.0052638218	-0.0546047466	0.1037798193	0.0152253379	0.0067224726	0.0816883699	-0.1607056969	0.0554914391	-0.1009144003	0.0158206939	-0.0262355885	0.0353878275	0.104981737	0.0032854799	0.0461567794	0.0677051886	-0.0943942343	-0.0543111236	0.0888507882	-0.081706119	-0.0055580347	-0.1224563624	0.1856365506	-0.0045450959	0.1098177841	-0.1542184292	-0.0825541864	0.0557643036	-0.0959916339	-0.017577662	0.174345357	-0.0647749141	-0.0423367054	-0.0946548646	-0.0388750302	-0.0629552087	-0.0033388955	-0.1158913308	-0.0108362295	-0.2367267309	0.1247142864	0.1179390489	0.1069183059	0.092048776	-0.0280079652897313	0.0051347187097831	0.0007844461196707	2.6365336228597623e-05	0.1554677332183303	0.0358358571416346	0.0012842086570756	0.0241702160720459	-0.0733156287004916	0.0205511209616632	0.0004223485727809	0.0053751814117483	-0.0008500114201994	-0.0005029278341706	7.22519414469401e-07	2.5293640638353056e-07	-0.0009109902115225	-0.0001945304769412	8.299031654898093e-07	3.784210645900965e-08	-2.388707496888944e-05	0.0002092375286075	5.705923505693444e-10	4.37803433777788e-08	0.0	0.0	0.0
4649.163305794348	-1.058637694009121	1.12071376717695	21614719.443944637	8842.124111211868	49.19116298130575	2419.770515453385	78183158.79807426	4765.880303238703	6.750179265698534	45.56492011906641	22713615.064798634	5381.820644763631	5737.9119484079165	1.107214	32.694328	0.3596650107252551	0.1762887213262899	0.0240949378	0.0327110091	-0.1164837765	0.0096231611	-0.0505631529	-0.0412573565	0.0698064065	0.0909233946	0.0108490218	0.0802774238	0.1043561184	0.1135225731	-0.2585592666	0.0522177267	-0.1430068969	-0.020901881	-0.0261870032	-0.1350496394	-0.0412997434	0.0311955233	-0.0200089703	-0.0370804064	-0.0441793655	0.0447407168	-0.0577982383	-0.1158254495	0.0514737093	0.0842274425	0.0334512306	0.0176038182	-0.0888725254	-0.0175206855	-0.0737111283	0.0554146474	0.0927976323	0.0611181047	0.1524908299	0.0620028144	-0.0484266908	-0.0162141124	0.0687105133	-0.0194797156	0.0399910454	-0.1269745129	0.1506621381	-0.0064057855	-0.0506182763	-0.0492708439	0.1112225084	0.2887827326	0.0370734926	0.0069289705	0.124635119	-0.0190880351	-0.0721602272	-0.065503377	-0.1213814581	-0.037137128	0.1201406502	-0.0709324517	0.0102547803	0.0995819343	0.0102691015	-0.0530642489	-0.1024749685	0.2074448233	0.0263771849	-0.0100079001	-0.01812844	0.0734766719	-0.1246209315	0.1037977624	0.0138376809	-0.0162502184	-0.093275757	0.0648837898	0.2084009113	0.0008944095	0.1061988991	-0.144735815	0.2152383065	0.0569451913	0.0106114101	-0.165218047	0.0228694685	0.0735933954	0.0738371103	0.0982079089	-0.010990039	0.1436875628	-0.004913524	-0.1251585101	-0.012771977	0.0980686545	-0.0800962881	0.0164116976	0.1095970219	0.0160255219	0.1240666051	0.1154015599	0.1014052916	0.082724388	-0.0345010202391051	-0.0064930549493737	0.0011903203975391	4.215976257558756e-05	0.0707611813214583	-0.084706551896872	0.0071751999342574	0.0050071447820082	0.0687996214157422	0.1421152501162338	0.0201967443155996	0.0047333879069494	0.0008358490387121	0.0016858604589115	6.986436155159416e-07	2.842125486921293e-06	-0.000573220698506	0.0003377695130164	3.285819691957066e-07	1.1408824392340357e-07	-0.0005272601782964	-0.0005033731033275	2.780032956171515e-07	2.5338448115356857e-07	0.0	0.0	0.0
4634.129871114149	-15.033434680199209	226.00415828381625	21475159.66235244	8783.248513648623	-58.87559756324481	3466.335988429158	77145454.45251074	4750.816974994498	-15.063328244204968	226.9038577926631	22570261.929895878	5356.581310062234	5635.610694614708	1.120697	33.092457	0.2343476496976687	0.1552629918053725	0.0842215094	-0.0484165484	-0.0917886535	0.0797285347	-0.0596685995	0.0237477249	0.0442471018	0.0630720099	-0.0512460913	-0.0348493802	0.0660003	0.100389192	-0.1840883803	0.0016639812	0.0015307042	-0.0048208694	-0.0160851788	0.1932300263	-0.1349014548	-0.128724339	-0.0529626139	0.1118111032	-0.1703382196	0.0420590383	0.0050905648	-0.0719589771	0.1256175172	-0.031336605	-0.1443848469	-0.0508135357	-0.148737175	-0.0435424261	0.1114336643	0.0248253004	0.0799629099	0.0679092282	-0.0663473555	-0.1149754735	-0.025670422	-0.049595565	-0.0775866983	-0.03454729	0.0498683821	0.0635345948	0.1192786031	0.0910145499	-0.0358862127	-0.0742565126	0.0064999074	0.1654833915	0.0175635964	-0.0664236486	-0.0485243169	-0.0681951461	0.031043326	0.0085921576	0.0913765626	0.2056741988	-0.0219015062	0.1038421989	-0.1310018375	0.0170977756	0.0270044665	-0.1967054936	-0.0793116639	0.0685392929	0.1166062202	0.0002905301	0.0709175674	0.1175481853	0.0699072937	0.1366563993	-0.0957735859	0.0415159617	-0.0471141146	0.0953463806	0.1039516641	0.0098838692	0.0928640089	-0.0430670797	0.0463444717	0.1416799789	0.119695244	-0.0548441408	0.0420124585	0.1058732958	0.0428731305	0.0241108185	-0.044360126	0.0975632115	0.0537691012	0.1651498751	0.1240885771	0.1179336249	0.0329355865	0.0105496427	0.0406268288	0.0691562295	0.1233392918	0.1125678367	0.0953067456	0.0725511359	-0.0239135162966164	0.0105875039424886	0.0005718562616685	0.0001120952397322	0.0545222039295794	-0.0162389773918789	0.0002637043867339	0.0029726707213386	-0.0824082148477174	-0.1512078362634596	0.0228638097474772	0.0067911138743875	0.0004409948839957	-0.0003948541547164	1.944764877103809e-07	1.5590980349680274e-07	-2.907498134097075e-05	0.000544145717165	8.453545399777973e-10	2.960945615090441e-07	-0.000339993408181	0.0001872667701154	1.1559551760653208e-07	3.5068843189454073e-08	0.0	0.0	0.0
