global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
6865.579305189929	n/a	n/a	47136179.19585223	17950.98466399586	n/a	322237850.40701455	n/a	6648.042633056641	n/a	n/a	44196470.85093867	9636.63804408482	9475.082605640866	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0097155317368446	n/a	n/a	9.439155692963466e-05	0.0563682314291611	n/a	0.0031773775144514	n/a	-0.1666615619759142	n/a	0.0277760762402514	n/a	-7.08858679220872e-05	n/a	5.02480627106759e-09	n/a	0.000349523551415	n/a	n/a	1.2216671299375414e-07	-0.0006539870289801	n/a	4.2769903407421813e-07	n/a	0.0	0.0	0.0
6820.986621147513	-44.592684042416295	1988.5074701067688	46525858.48587336	17576.914581539124	-374.0700824567357	308947926.2067227	139928.42658918904	6627.511164983113	-20.53146807352732	421.5411812542717	43923904.24197582	9509.98828117673	9161.670909955756	1.241691	31.495296	0.0752420183065947	0.047957977757837	-0.0081973589	0.0894229369	-0.0217365952	0.072683481	-0.0124321819	0.1210278524	-0.1873657067	0.0271670386	-0.0032952929	0.0417661854	-0.594535531	0.2371043906	-0.1026681067	0.0631015272	-0.0762681934	-0.0421009399	0.0013154706	0.1220043094	-0.0648413005	0.0723658916	0.0481206392	-0.1077172314	0.0249342311	-0.0534705148	0.193498847	-0.0790953471	0.0751631443	-0.0068781187	0.0397912664	-0.1328367184	0.0075167313	-0.0721910012	0.1999291955	-0.0700447642	0.0680020722	0.1378163487	-0.1094666845	0.0038565752	0.075943271	-0.0221368904	-0.0390140668	0.0944051249	-0.0426324261	-0.0595551831	-0.0832811162	0.0277704881	0.1055248354	-0.0478863216	-0.1342456961	0.0643511571	0.0992751035	0.0065674213	-0.2488303827	0.1001840811	-0.1432573519	0.0533991967	-0.0742230671	0.0403946775	-0.1108361298	0.0138456526	0.0765384505	-0.4056901247	0.2091503547	-0.3989760285	0.1382783075	0.1389080169	-0.0589514932	0.0576226314	-0.0352527209	0.017970015	-0.0701242881	0.0164303106	-0.041836616	0.0670490514	-0.040755197	0.0527033845	-0.0753877874	0.1076813553	-0.0539729538	0.0555207652	0.0021306983	0.0386987599	-0.0857197773	0.119840817	-0.0444711294	0.1082761338	-0.0074818754	0.1048048831	-0.1925109359	0.2722998478	-0.1225118036	0.1447995719	-0.0259652744	0.1145555105	-0.1235050298	0.2437093682	-0.0128064132	0.0276375638	-0.0416224894	0.1303079569	-0.1573664507	0.1993565182	-0.3022398869	0.0069661543	-0.0479690176	0.1220094795	-0.0306806686	0.1275049445	0.1274737517	0.1274217694	0.1273490061	0.0	-0.0017793225315614	0.0079362092052832	6.29834165500218e-05	3.1659886713220694e-06	0.0490122000024513	-0.0073560314267097	0.0024021957490802	5.4111198350742194e-05	-0.1194357591912762	0.0472258027846379	0.0142649005735965	0.0022302764486535	1.3003483818869012e-07	7.101590276027589e-05	1.6909059142758823e-14	5.04325844485696e-09	0.0004530000678077	0.0001034765163927	1.0707389444768712e-08	2.052090614337808e-07	-0.0005739999503338	7.998707864629998e-05	3.294759429832049e-07	6.397932750369378e-09	0.0	0.0	0.0
6822.382813100371	1.3961919528583169	1.94935196922632	46544907.24848733	17429.638402102813	-147.27617943631049	303792294.8280571	21690.27302935632	6628.028920491536	0.5177555084228516	0.2680707665022055	43930767.3708722	9466.198490284783	9126.666686160426	0.986797	25.029963	0.0855377454091032	0.0496450725587381	0.020181097	0.1277999753	-0.0165136177	0.0364275168	-0.0261921439	0.0647900069	-0.0058751728	-0.1199016918	0.1162846979	0.0225390873	-0.2641800881	0.1683854085	-0.0427714984	-0.1132459615	-0.0636048178	-0.0310055566	0.0438289274	0.1455248566	0.0002991572	0.0664470327	0.0418588968	-0.0180728972	0.1699309128	-0.0314836152	0.0715017769	-0.0223255417	0.0097261031	0.0082717113	-0.0036719368	-0.0149760428	0.0002425596	-0.1106459864	0.0789379104	0.0006320346	-0.239428778	0.0156814275	0.0004152384	0.008952601	-0.1670050631	-0.1179989897	-0.0947775528	0.1364121852	0.2251543539	-0.0940624836	0.0782673454	0.0770609836	-0.0975812026	-0.1226967724	0.0711942213	0.0488625693	0.0478730585	0.0221005255	-0.0995890676	0.0381206101	-0.0375517534	-0.0607960208	-0.1647647607	0.0310960695	-0.0024087505	0.1303625776	0.0964691107	-0.1732900588	-0.0521527178	-0.1878638693	0.1760833425	0.1359282344	-0.0608820973	0.0253545317	-0.0333383183	0.0605566467	0.0605676697	0.0578930193	0.0225691925	0.0456770754	-0.0467008895	-0.0652374079	0.0296153824	0.0729296281	-0.0019104377	0.0113737949	-0.0079529286	0.0143008568	0.1435702144	0.1047006425	-0.0582498677	0.1100228868	0.0705566715	0.0383074495	-0.1760006613	0.2132761336	-0.0548763391	0.1033117757	-0.0589172308	0.0331374964	0.0315602369	0.0179692789	-0.1601804615	0.0583176105	0.0357523391	0.0811068095	-0.1167902183	0.1047265033	-0.1432482854	-0.04167847	-0.0112596993	0.0162988975	0.0402022214	0.1274217694	0.1271411872	0.1266740078	0.1260209168	0.0	0.0036128990584103	0.0053922215899717	2.907605367535693e-05	1.3053039606262031e-05	0.0070120388610774	-0.0420001611413739	4.916868898925965e-05	0.0017640135359013	-0.1054956542920209	0.0139401048992553	0.0111293330745015	0.0001943265246022	-5.7966319980557655e-05	-5.8096354818746345e-05	3.360094252088397e-09	3.375186443225671e-09	0.0004520042045443	-9.958632633999998e-07	9.917436393896974e-13	2.043078009257254e-07	-0.0001489870128459	0.0004250129374879	2.2197129996744368e-08	1.8063599703209362e-07	0.0	0.0	0.0
6795.062667608801	-27.320145491569747	746.3903496805387	46172876.65673084	17345.368167907236	-84.27023419557736	300861796.8802496	7101.472371377456	6631.557282765706	3.528362274169922	12.449340337785545	43977551.99460288	9458.672684943118	9000.425467458097	1.040908	26.402477	0.1062267469324337	0.0495945342027811	-0.0068206899	0.0987728138	0.0556213423	0.0043702568	-0.0394836278	0.0798720281	0.0157921323	-0.1112411175	0.0717367189	-0.0450598534	0.0086877826	0.1069375051	-0.0685089679	-0.0968037716	-0.1347360206	0.0103759116	0.046109885	-0.0186813012	0.0307291521	0.0447964021	0.0387548268	0.127005582	0.1436260307	-0.1361329487	-0.0529981126	-0.0099829612	-0.023480915	-0.0368187466	0.1785671475	0.1737545564	0.0119420535	0.0710755979	-0.0144415494	0.109499663	0.0095397971	-0.0786637297	-0.1929927995	-0.0644041013	0.064381714	-0.08497018	-0.1009819527	-0.023128267	0.0670836521	0.0425079413	0.1470873126	0.0583959054	0.1735874847	-0.0158990454	0.1114616257	-0.0473739962	0.0717467365	-0.1519672899	0.0831771062	0.0281792001	-0.0271248312	-0.027752582	-0.084391123	-0.0275037985	0.1523562297	0.0588062514	0.0564845421	-0.0456229835	-0.1764944368	0.0100372792	0.0465248556	0.0876709702	-0.1254197309	0.0756579716	0.0323138034	-0.0508364013	0.0749549064	0.0912200224	0.0075640606	0.0564837955	-0.0344723729	0.0740070645	0.2877055583	-0.0226637904	0.1213044855	0.070120766	-0.1655084721	0.0003626528	-0.0686181386	0.0952018085	0.0350744052	0.0794264979	0.1346423334	-0.0024610276	-0.0651298741	0.1754753242	-0.0282097413	0.0311603523	0.052440075	-0.0641963282	0.106019483	-0.0580483857	-0.1147408877	0.1514517334	0.1101347132	-0.0091757423	-0.1395500104	0.0273632852	0.0776146158	-0.0490811858	0.0141971546	-0.1328104716	0.1105574743	0.1272554736	0.1264769259	0.1251828728	0.1233785885	0.0	0.0222517955556327	0.0186388964972224	0.0003474084626341	0.0004951424054496	0.0333822066428837	0.0263701677818063	0.0011143717203481	0.0006953857488406	-0.086730597952588	0.0187650563394329	0.0075221966212134	0.000352127339422	-0.0001490193532857	-9.105303330514236e-05	2.2206767653688267e-08	8.29065487406736e-09	-0.0001119742196604	-0.0005639784242047	3.1807166296841656e-07	1.253822586855551e-08	-0.0003430080816155	-0.0001940210687696	1.1765454405354554e-07	3.764417512649786e-08	0.0	0.0	0.0
6804.6714184132925	9.608750804491136	92.32809202280907	46303553.11257077	17365.896047997663	20.52788009042706	301574345.54986084	421.3938610069517	6643.931376139323	12.374093373617145	153.1181868189957	44141824.13084856	9473.16596719254	8962.543883090691	1.089564	27.636621	0.0904592113630258	0.0560522323361435	-0.0106312853	0.0867920606	0.0954764808	-0.0478126654	-0.0121076743	0.1647456144	-0.0676519352	0.0230439571	0.0035214331	-0.0987487374	0.0802388401	-0.0138721909	-0.106115805	-0.0677655843	0.0421250985	0.124795465	0.0134832124	0.0818649469	-0.0603684571	0.1656042931	-0.1530444731	-0.1287624004	0.0761808265	-0.0298983912	0.1288777878	0.0175283814	0.0231955005	-0.0546286683	0.1030617076	-0.1478167644	-0.0405949809	0.1751478783	-0.1909036352	0.0030440398	-0.0723718002	0.0971165722	0.090343089	-0.1262846852	0.0896615021	-0.0807884926	-0.0964199995	-0.109249264	-0.113065096	-0.0118370829	0.0501693938	0.0181203566	0.0066663278	0.1263709012	0.0734196647	0.0685705652	-0.1141460267	0.1717716177	0.1638821007	0.0127334463	-0.1769847749	0.0625271801	0.0609852658	-0.0679491839	0.0424335743	0.0860341076	0.0005736767	-0.1124788744	-0.0437669625	0.0616736936	-0.171002789	0.1289524789	0.1126756944	0.1406794265	0.0440679106	0.1208092862	-0.0210419538	-0.0031171988	0.1637388029	0.055914438	0.109909002	0.0561027514	-0.0153148583	-0.2843428292	0.0772304022	0.0353246328	0.0488003895	-0.2434749303	0.0881904662	0.0458783219	0.0438085974	0.1100724154	0.0023554471	0.1374431358	-0.0029406979	0.1418191947	0.0153001282	0.0618968891	-0.0259600877	-0.1605267101	-0.0510109483	-0.0009514187	0.125023128	0.1787808535	-0.0207604655	-0.0587310785	0.063254602	-0.0010427428	0.1368016821	-0.073675652	0.1235768859	0.0638349377	0.076866004	0.1270061656	0.1254827008	0.1229571148	0.1194495774	0.0	0.0050051772339685	-0.0172466183216642	0.0002974458435331	2.505179914343657e-05	0.0133644602281037	-0.02001774641478	0.0001786087971885	0.0004007101715264	-0.0371857693134956	0.0495448286390924	0.0013827814394365	0.002454690044877	-0.0001290133525735	2.0006000712200004e-05	1.6644445142254217e-08	4.0024006449654705e-10	-7.397662523711546e-05	3.799759442328454e-05	1.4438171819564246e-09	5.472541081472627e-09	-0.0003580048462298	-1.4996764614299966e-05	1.2816746992402273e-07	2.2490294889671958e-10	0.0	0.0	0.0
6794.415754604401	-10.255663808891768	105.1786401610124	46164085.44641649	17388.143261846908	22.247213849244872	302347526.09451205	494.9385240540328	6632.836305618286	-11.095070521037089	123.10058986678618	43994517.45712803	9459.51370367483	9064.79340657277	1.162121	29.477013	0.0945192420082811	0.0447260299607861	0.0088217389	-0.0372578065	0.1401675033	0.0562858747	-0.0361626994	0.0685351354	0.1347567026	0.0652296053	-0.0301928055	-0.059889882	0.0348033493	0.0753216966	0.1196538362	-0.1512556702	0.1075789145	0.0554038308	-0.0845021694	0.0001590118	-0.028003101	0.0771160331	0.1016589283	-0.0607286611	-0.0297923879	-0.1379289904	-0.1567663791	0.1484395692	0.0314954572	0.0164899156	-0.0271496746	0.0120217241	-0.0922275078	-0.1926834995	-0.0129389152	-0.0021535274	0.1731702633	0.0322885278	-0.0391298576	0.0263121743	0.0219874437	0.1569922872	0.0552261222	0.0543738424	0.0450399498	0.1126246089	0.0249242	-0.0607949012	-0.0107486623	-0.1298656028	0.0975052242	0.0167639026	-0.0345330272	0.1305389455	-0.1513171912	0.0069786236	-0.053793138	-0.1345913892	0.0855341525	-0.0814439792	-0.029165438	0.0450400496	-0.04228407	0.1055015639	0.0354563518	0.0399368073	0.1210898896	-0.1159158994	-0.1392626514	-0.0566283016	-0.1242131364	0.0127839111	0.039282741	-0.008076946	0.0945984009	0.1305292337	-0.0899495586	-0.0109409182	-0.0842467529	-0.1915468501	0.0277172531	-0.1007192075	-0.0350039435	0.1991873417	-0.0163119158	0.0388503542	-0.0920554371	-0.0229075444	0.0708724633	0.0844464334	0.0518884667	0.0903519531	0.0259566871	-0.0367718517	-0.084456297	-0.0338741429	-0.0049449817	0.0462570088	-0.0157994118	0.1123425846	-0.0256746663	0.0486767264	0.1125172877	-0.205184827	-0.0437354185	0.0393271382	0.0417642974	0.0366970798	0.1661523021	0.1266740078	0.1241611056	0.1200097957	0.114274858	0.0	0.0171456891122829	0.0121405118783144	0.0001473920286674	0.000293974655135	-0.0037549843081166	-0.0171194445362203	1.4099907154201904e-05	0.0002930753812287	-0.0689438690257304	-0.0317580997122348	0.004753257076237	0.0010085768973322	-7.898618666429241e-05	5.002716590920758e-05	6.238817683766445e-09	2.502717328907381e-09	0.0002850039237749	0.000358980549012	1.2886703456896802e-07	8.1227236567089e-08	-9.698884352079035e-05	0.000261016002709	9.406835767500357e-09	6.812935367018975e-08	0.0	0.0	0.0
6764.21084678739	-30.20490781701028	912.3364562340888	45754548.379796185	17286.83975724348	-101.30350460342744	298834828.79261386	10262.40004493664	6618.333726882935	-14.502578735351562	210.32478997507133	43802341.32039616	9449.374059047446	8942.895888882376	1.199287	30.419741	0.0670359858571018	0.0413098871363086	-0.0283508066	-0.1513756559	0.0055456558	0.0534425912	-0.0855376423	-0.1549013929	0.1234821806	0.0347153502	-0.0501729335	0.0089632669	0.0883395948	0.0231072709	-0.0016179573	-0.1550507833	-0.1305978806	-0.0571000428	-0.1236392826	-0.0884939157	0.1005255804	0.021931403	0.1137362211	-0.0705242587	-0.035598488	0.0282818054	0.0115951978	-0.0633854035	-0.014506497	0.0634957665	-0.153436914	0.0384482811	-0.1778365652	0.0393151294	0.0644579035	0.0405399917	0.0672218436	0.1047312848	0.0406924671	0.0556673776	-0.0355088329	-0.0584424962	-0.0300131269	0.0456272794	-0.089149459	0.0986586657	-0.1791417896	0.0652518863	0.0669042071	0.0536950405	0.0152613923	0.137751767	-0.0275586608	-0.0471547648	-0.0303626712	0.0569194258	0.1820678429	-0.0706931757	0.0667915549	-0.0366261003	0.031328385	-0.0285376259	-0.0101738524	0.1014488057	-0.1073856961	-0.1069561569	0.0208014684	-0.0186689759	-0.0835189851	-0.0876741074	0.0604958187	-0.1071908422	0.0416390654	0.039118345	-0.0352547333	0.0166947165	0.0020040391	-0.1026900715	-0.0186399456	-0.0867933163	-0.192312466	0.0241584091	-0.0397101055	-0.0625898402	-0.12077694	0.0476324342	-0.0432156932	-0.1617283448	0.0578569487	-0.0611028114	0.0336642701	0.083227791	-0.1018855554	0.1142731938	0.0319682446	0.0062583519	0.1096272965	-0.1353465083	-0.0182009355	0.0268158933	-0.025813961	-0.0256211404	0.1100471866	-0.0404734534	0.1411282122	0.0266623664	0.0089703091	0.0542074088	-0.0277605765	0.1262592171	0.1225155882	0.1163582113	0.1079083962	0.0	0.0157821960748236	-0.0013634930374593	1.859113263199988e-06	0.0002490777129441	0.0333409209057151	0.0370959052138317	0.0011116170068411	0.0013761061836335	-0.052718299284578	0.0162255697411523	0.0027792190794583	0.000263269113425	1.8975776267334986e-08	7.900516244055975e-05	3.6008008494795373e-16	6.241815692259233e-09	0.0002050002337576	-8.000369001729998e-05	6.400590416384225e-09	4.2025095840670646e-08	-0.0001850003483561	-8.801150483530966e-05	3.4225128891878364e-08	7.746024983375736e-09	0.0	0.0	0.0
6780.533741468041	16.32289468065028	266.43689075560115	45975637.81918658	17348.783904789	61.944147545520536	300980302.9750659	3837.077415141218	6624.148333231608	5.814606348673806	33.80964699003773	43879341.14065509	9464.652597269376	8923.597245488041	1.331767	33.780075	0.1449083234815884	0.0671229655460286	-0.0831809363	-0.0481001084	-0.1148002939	-0.0017733432	-0.0303936462	-0.0495818546	-0.2045656227	0.0666186198	-0.0416601808	-0.0084327596	0.0606607795	-0.0260103894	0.0617862449	0.1389064777	0.0712597893	-0.1193414735	0.0226095748	0.0996296025	0.0702004439	-0.0125418894	-0.1549595747	0.0573450749	-0.2172940108	0.1259959884	0.0539073064	0.0150148848	-0.0889157502	0.0245485656	-0.0575298128	-0.1038960899	0.0984566975	-0.0463917405	-0.0213733086	0.1188310416	-0.1330178501	-0.0693403422	-0.0194421517	0.0280064866	0.0584908718	0.1780040606	-0.0738932319	-0.0342304606	-0.0175805699	0.0417191549	0.0020836436	-0.0695759426	-0.0225807286	0.0091972848	-0.0898030294	0.0865963608	-0.0094431401	0.0690952477	0.0551071135	0.0383960734	0.0079994711	0.2361905571	0.0131894874	-0.0159858534	-0.0709117753	-0.0407907544	0.0500026799	-0.0027569378	0.1175941527	0.0807763318	-0.0217227352	-0.0609083056	0.170299635	0.0861619383	0.1750525158	0.0559413347	0.0915263026	-0.11240075	-0.0252871176	-0.0199973564	0.1393750544	-0.1255066192	0.0237320067	-0.0289542268	-0.0870400046	0.0088877459	0.0910816436	0.0640972809	-0.0226150082	0.0223380921	0.1678542204	-0.0036934576	-0.1423076129	0.0087215204	0.033640108	0.068862611	0.0125133818	-0.0169519757	-0.0806618593	-0.0360863577	-0.0429395079	0.1385636509	0.0919528023	-0.0761381377	-0.0811434798	-0.1043143246	0.0141376441	-0.1174449663	0.1957100117	0.0589198058	0.1010528997	0.0604453766	0.0026430389	0.125762064	0.1205504417	0.1120237907	0.1004165861	0.0	-0.0031329592398066	-0.0189151553146302	0.0003577831005765	9.81543359828955e-06	-0.0166589756879744	-0.0499998965936895	0.0002775214709725	0.0024999896593796	-0.0143263418598209	0.0383919574247571	0.0002052440710844	0.0014739423949043	0.0003449849906985	0.0003449660149222	1.1901464380724416e-07	1.1900155145132606e-07	-0.0001820283387059	-0.0003870285724635	1.4979111590313465e-07	3.3134316092029864e-08	-0.0001649686527716	2.0031695584500015e-05	2.7214656397276725e-08	4.0126882799007747e-10	0.0	0.0	0.0
6778.246072671079	-2.2876687969619525	5.2334285245933465	45944619.8216809	17306.633693584932	-42.15021120406891	299519569.8039292	1776.6403045476163	6626.436084747314	2.287751515706077	5.233806997615453	43909655.18524132	9430.053633269714	8901.260813592957	1.355146	34.373066	0.0414551963375785	0.0210697817624877	-0.0572306402	0.1109811726	-0.0011755427	-0.0005944144	-0.0076014607	0.0380208396	0.0177014061	-0.0881286158	0.1048957095	0.0358118989	0.0392459008	-0.1531252474	0.0774907599	0.0514410053	-0.1315610065	-0.02417019	-0.035810313	0.0308563408	-0.1390472663	-0.1324458562	0.0647637178	0.0463407076	-0.0605918283	0.1034328421	-0.1363769309	0.0432459872	-0.0564340901	0.1787449775	-0.0552898821	0.0594134696	0.0881323672	-0.0046327214	-0.0402392238	-0.1066562177	-0.0044983299	0.1612849535	0.0872537066	0.0686292714	0.0287364573	0.1871152156	0.0851468366	-0.0486290839	0.1490301998	0.0176631894	-0.0563913842	0.1747250422	-0.0450854911	0.0137213551	0.0599800665	0.0396752603	-0.0827381818	-0.1539002472	-0.0168321687	0.0098713984	-0.0696244786	-0.0805350925	-0.1221369757	0.0994204999	-0.0491786542	-0.0065268774	-0.1222270974	0.2094788856	-0.0442469014	0.0292276692	0.0109489782	-0.0391754673	-0.0009937208	-0.152754406	-0.0570628215	0.0147526783	0.0284915217	-0.0658283273	-0.0408351781	-0.0649729737	-0.0450055509	0.041132798	0.0824638496	0.1155526151	-0.0572129543	0.0574197571	-0.1419128	0.0647501538	-0.074745474	-0.002238387	-0.1282371815	0.0825514251	-0.0532185046	-0.0391864877	0.014568252	0.0278162818	0.0397984711	-0.0207345792	0.0268923829	0.0436727039	0.0332004734	-0.1017262225	-0.0573268453	-0.145514113	-0.2301718169	-0.0335935007	0.106208779	-0.1628041973	-0.0167876728	0.1561362651	0.0988503889	0.0185895647	0.0789856256	0.1251828728	0.1182707928	0.1070319699	0.0918775579	0.0	0.0091535074241306	0.0122864666639372	0.000150957263084	8.378669816361403e-05	-0.0166288529895268	3.012269844759885e-05	0.0002765187517472	9.073769617649741e-10	-0.0254635411463723	-0.0111371992865514	0.0006483919277129	0.0001240372079483	0.000492998229882	0.0001480132391834	2.430472546667853e-07	2.1907918973591962e-08	-0.0001030075153727	7.902082333320001e-05	6.244290520256807e-09	1.0610548223257026e-08	-3.197456151545343e-05	0.0001329940912561	1.0223725841055151e-09	1.768742830904824e-08	0.0	0.0	0.0
6781.605923124717	3.3598504536385008	11.28859507081484	45990178.89656025	17335.609436515748	28.975742930815613	300523354.53541386	839.593678392711	6627.919901529948	1.4838167826337667	2.201712244425623	43929322.22109676	9447.3989184541	8950.750483328271	1.181102	29.958483	0.1196408319573806	0.0648725617691984	0.0108613086	-0.0328625266	0.1360347513	0.0062437681	0.0110387155	0.0420596672	0.1154486427	-0.0527294909	-0.0485507642	0.0093024149	0.1083832456	-0.071493708	0.067704686	0.1147784116	0.0620687911	0.0328407248	0.0078085736	-0.022934264	-0.0371571101	-0.0139315067	0.0064659614	0.079191625	0.085479093	0.0310680549	-0.0224591559	-0.1520389061	-0.0729314833	0.1529297274	0.1746753789	0.0732245468	-0.025951992	0.104637922	0.1900288583	0.0188970915	-0.0635304508	-0.0038487084	0.0005476111	0.0111746141	-0.0552816494	0.0405307441	-0.0312125384	0.028521245	-0.1291347152	-0.105738202	-0.0650601593	-0.0141245871	-0.0130262917	0.087948261	-0.1502981646	0.0300227453	-0.0399426641	0.0186631186	0.0207705245	-0.0289936125	0.0064674233	-0.0923916608	-0.0110381747	-0.0787242214	0.082229089	-0.0157895061	-0.0554027828	-0.0080088118	0.0065783924	0.1591417494	-0.0546978186	-0.0731411889	0.0469850114	-0.0168703642	-0.006015297	-0.1304663111	-0.0417312092	-0.1388847955	-0.0805484559	-0.0644903813	0.0209947603	0.0958652267	0.1227881261	0.1152730961	-0.097018871	-0.0035797111	0.1487142869	-0.0825830871	-0.0216519521	-0.0061522796	-0.0271069043	-0.0326391464	0.1373658742	-0.0093970757	0.0787843055	0.0569253255	0.0793040899	-0.103347604	-0.026373898	-0.0680396469	0.0615917242	0.0245299219	0.0721853797	-0.146086635	-0.0658706677	-0.0709398386	0.0716214955	-0.0791298423	0.081018993	-0.0010916459	0.1317588457	0.025408925	-0.1860089079	0.1245220213	0.115682589	0.101412043	0.0823803627	0.0	0.0010735357367508	-0.0080799716873798	6.528594246885918e-05	1.1524789780810828e-06	0.0424474502622871	0.0590763032518139	0.0018017860337693	0.0034900096059002	-0.0218288571174127	0.0036346840289595	0.0004764990030524	1.3210927990373974e-05	0.0001520393141392	-0.0003409589157428	2.3115953043918346e-08	1.162529822245058e-07	0.0003199812909786	0.0004229888063513	1.7891953029849757e-07	1.0238802657633149e-07	-0.0002450242992059	-0.0002130497376904	6.003690720134241e-08	4.5390190729968096e-08	0.0	0.0	0.0
