global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
5800.897891004916	n/a	n/a	33650416.341865286	16190.63393987513	n/a	n/a	262136627.37503648	5532.114867833248	n/a	n/a	30604294.91090168	7420.60342326517	8760.473022899483	n/a	n/a	n/a	n/a	-0.0741802105	0.0323672486	-0.0482073664	-0.3442366321	0.2198308171	-0.2563391703	0.4029418389	-0.1041050163	0.3104108849	0.0494727842	0.0686326755	-0.067820295	0.1531817666	-0.020185693	0.0153938495	-0.1915800588	0.1154485748	-0.0070297521	0.1062288035	-0.073413708	0.0455229464	-0.0448200319	0.027775325	-0.0785793892	0.0781587654	-0.0007059221	0.0728295139	-0.0788931234	0.1142602249	-0.0630277025	0.1258248367	-0.0718804776	0.0215565534	-0.0177865634	-0.0079869114	-0.2023501855	0.1015651492	0.0574394165	-0.0492921126	-0.1185172574	0.1217046484	-0.1563310146	-0.0612118132	-0.0213479114	0.069001458	0.0774901462	-0.0936880262	-0.0331503243	-0.0739186125	0.0973296865	-0.1937490177	0.0333624718	-0.0588441957	0.0620928911	-0.2868824388	-0.1576999783	0.4224481709	-0.0866551384	0.2317045661	-0.0134199037	0.1332442736	-0.2435972141	0.1586563524	0.0028724724	-0.0315907645	0.0499896512	-0.0170998783	0.1657397468	-0.0474407182	0.1040214627	-0.0252710263	0.0273794289	-0.0963626318	0.0715821734	-0.0177876038	0.0252813252	-0.0302791093	0.0375698382	-0.1216193514	0.0960013235	-0.2069754269	0.0026082554	-0.1041415627	0.0705423894	-0.1022456048	0.1309824942	-0.0895406012	0.0733669132	-0.1055736546	0.175687167	-0.1117948306	0.0129855968	-0.1444027311	0.069025141	-0.0375763648	0.0594490246	-0.1167332251	0.0743065307	-0.013495757	0.0290943227	0.1269899372	0.1269593695	0.1269084288	0.1268371232	-0.0499757492391239	n/a	0.0024975755120117	n/a	0.0888539730376436	n/a	n/a	0.0078950285245742	-0.1160436274402627	n/a	0.0134661234694944	n/a	0.0014840014934759	n/a	n/a	2.202260432638702e-06	0.0008759991360185	n/a	7.673744863051585e-07	n/a	-1.149820750854418e-06	n/a	1.322087759095418e-12	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5765.666324970464	-35.231566034452044	1241.2632452399548	33242908.17089842	15925.75045379047	-264.88348608466003	70163.26120036229	253629527.5164073	5521.382435537612	-10.7324322956365	115.18510298042136	30485663.99946325	7381.642016199185	8549.867021291415	1.008324	29.095839	0.0710509179277039	0.0388144034610929	-0.0397069007	0.0457175383	0.0925935323	-0.156126297	0.08594389	-0.0722027339	0.1676545885	0.1015005255	0.0697690112	0.1675770463	0.0494703747	-0.035362697	0.0866002087	-0.0133263857	-0.0810599214	-0.1613604054	-0.0472181631	-0.0369819511	0.0362990116	-0.0395909748	0.0358925575	-0.016315109	-0.0913069512	0.0407917179	0.0022433258	0.0215938807	-0.0375012605	-0.074207959	0.0814901351	-0.0269574933	-0.0038942364	-0.0380473746	0.127359135	-0.0068306496	0.0087157399	-0.0617580198	0.0537287324	-0.0893467593	-0.0408402869	0.1133753293	0.1407788796	-0.073619456	-0.0546737322	0.0365093398	0.0740339384	0.1305902258	0.0855364456	0.0085594258	-0.0657975465	0.0653264671	-0.0793801291	0.0252192222	-0.0338107973	0.0377642829	-0.2201384306	-0.0497869874	0.0806567703	0.032858543	0.0973341309	-0.0702990681	0.127633138	-0.1588851698	0.0147860593	0.0464416875	-0.008233503	0.038499236	-0.150655917	-0.023626896	0.0126076526	0.0490722427	-0.0511349258	-0.0207562101	-0.1120015997	-0.1086946798	0.013450353	-0.0360652872	-0.0203470329	0.0535039483	-0.0265063282	0.1027095998	-0.2196511445	0.0193645113	-0.1372994998	0.0606305559	-0.0686184185	0.1221730628	-0.0730756949	0.0218730241	-0.0850353793	0.2145324059	-0.0007691079	0.0337138762	-0.1332918005	0.0841061431	-0.0373511051	0.0197077074	-0.0677424899	0.0337412217	0.0092238031	0.0481575288	0.1269084288	0.1266334666	0.1261756376	0.1255356027	-0.0412321962082842	0.0087435530308397	0.0017000940041584	7.64497196031061e-05	0.09561225141762	0.0067582783799764	4.5674326661256486e-05	0.0091417026211461	-0.0917335748732171	0.0243100525670456	0.0084150487590201	0.0005909786558125	0.0010320405153439	-0.000451960978132	2.0426872575403426e-07	1.0651076253113028e-06	0.0008069466128555	-6.905252316300001e-05	6.511628359989642e-07	4.768250955176653e-09	-0.0001049169984527	-0.0001037671777018	1.1007576564323856e-08	1.07676271682064e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5753.963976070065	-11.702348900399556	136.94496978668272	33108101.43791203	15826.317736512075	-99.4327172783942	9886.865265365072	250472333.09703672	5522.308012013836	0.925576476223796	0.856691813338859	30495885.779552203	7356.056961778938	8443.072791182582	0.8740449999999998	25.221121	0.0611476811855587	0.0305460645737596	-0.0198524459	0.0332901205	0.1180051923	-0.0700700564	-0.0108257474	-0.0509690989	0.0711386799	0.0428660197	-0.0083142643	0.0240875008	0.0439647539	-0.0536769244	0.0190281577	0.0029868763	-0.1363551185	-0.1350930323	-0.118887925	-0.0188897858	0.1056511228	0.0937657342	0.0955000226	-0.0225300339	0.0287378762	-0.0447539521	-0.0121513189	-0.2246453464	-0.0946616365	0.0451747417	0.087996807	-0.0783168756	-0.1958814529	-0.0258278043	0.1462028334	-0.0593613316	-0.0557502814	-0.0276607784	-0.0758643069	0.1420520874	-0.1392504533	-0.0044206101	-0.0142009229	0.0365543419	0.0559201505	0.0067030712	0.0346207177	-0.0406135555	-0.0224190657	-0.1375434183	0.0299467368	0.01159707	-0.0446315572	0.0440880427	-0.0335961386	0.0703967394	-0.1902102631	0.1513979509	0.0058628427	-0.0832467012	-0.0387454064	-0.0101321977	0.0092616018	-0.0012562107	-0.0939679228	0.0538646107	-0.0159025816	-0.1431140158	-0.0528483471	0.0357126233	0.0624926914	0.0237229073	0.0461378968	-0.0016002341	-0.1263892873	-0.0270985601	0.0365406613	-0.0321702491	-0.0002436456	0.0545265555	0.0362362345	0.0687466874	-0.2069745261	0.0431477978	-0.0797616821	0.0637954162	-0.1539836357	0.0218869967	-0.0069504276	-0.0018657979	0.0122551847	0.1509461604	-0.0789466574	-0.0035559333	-0.1907481211	-0.1166391681	-0.0302693367	-0.0184638976	-0.0675869784	-0.0287685173	-0.0284933002	0.0062562485	0.1267454643	0.1259824975	0.1247142864	0.122945917	-0.0359281404086999	0.0053040557995843	0.0012908312732272	2.8133007925103885e-05	0.1113739626440946	0.0157617112264746	0.0002484315407867	0.0124041595550481	-0.0989262854693819	-0.0071927105961648	0.0097864099567696	5.173508572018143e-05	0.0005010714225101	-0.0005309690928338	2.819281775447486e-07	2.510725704562952e-07	0.0008759593908975	6.901277804199999e-05	7.673048545015192e-07	4.762763533074356e-09	-0.0001627191988436	-5.78022003909e-05	2.647753767230304e-08	3.34109437002976e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5757.641056609099	3.67708053903425	13.520921290544411	33150430.53675074	15797.426623230824	-28.89111328125182	834.6964266301253	249558687.916362	5524.632130031017	2.3241180171817177	5.40152455778868	30521560.172171056	7355.049739651956	8560.29752863854	0.925805	26.714703	0.099814288126363	0.0608935889477796	-0.0432347295	0.050505276	0.0606015707	-0.0368189511	-0.066942699	-0.0542200667	-0.050884096	-0.0685506873	-0.106685438	-0.041154785	0.0598719709	0.002045565	-0.061840207	0.0476279952	0.0380094366	-0.0649730716	-1.10477e-05	-0.105324992	0.195614746	0.0112425148	-0.018544933	0.0489357305	0.0137299375	-0.0186942088	-0.1966089336	0.0424822653	0.0740474187	0.0343999567	-0.0100752601	-0.0002206427	0.0808167665	0.0140879395	0.0551038821	-0.0566749299	-0.0366949679	0.0355186854	0.0392486446	0.0790514156	0.0101742536	0.1363392122	-0.1950821247	-0.0636558105	0.0889670963	-0.0217339238	0.0147767562	-0.0315011244	0.0511227453	-0.0401131472	0.1616485936	0.0192618543	0.0455424376	0.0755501195	-0.012815107	0.0179879476	0.04944592	0.067196998	0.0227487069	-0.0728808362	-0.0768712277	-0.1772491591	-0.0769029017	-0.0711011835	-0.096942645	0.0616864498	-0.1604231822	-0.02792374	-0.0375026847	-0.0240463781	0.1002615411	0.0543561645	-0.0272809111	-0.0111173069	0.0535871775	0.042634209	-0.119872999	0.0302513634	-0.0104979936	0.0136051358	0.0716281731	0.0427129346	-0.1384014064	0.0380366985	0.0670006305	0.098335671	-0.1304825581	0.0209145068	-0.1019312246	0.0543362979	-0.0596017382	0.0239367343	-0.0821947155	-0.0079659434	-0.1865257365	-0.0296775512	-0.0445809869	-0.0573771859	-0.021437606	-0.0821863744	-0.0384647509	-0.0912902114	0.1265011483	0.125008133	0.1225328133	0.1190946399	-0.0419322319799846	-0.0060040915712847	0.0017583120788232	3.604911559637201e-05	0.057806716644805	-0.0535672459992896	0.0028694498439484	0.0033416164892527	-0.1258972261242306	-0.0269709406548487	0.0158501115457756	0.0007274316398073	0.0006470497812027	0.0001459783586925	2.130968120658538e-08	4.1867341935446194e-07	0.000793959640442	-8.199975045549996e-05	6.303719106507899e-07	6.723959074764266e-09	-0.0001252571099729	3.746208887070001e-05	1.5689343598763166e-08	1.4034081025562255e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5743.24753743403	-14.393519175068832	207.1733942430741	32984892.27624205	15769.408673822714	-28.017949408109416	785.0054890353788	248674249.92203507	5516.607760628388	-8.024369402629418	64.3905043098552	30432961.18462536	7356.306986389511	8514.185874390783	0.8219689999999998	23.718451	0.075430043469735	0.0390970268139786	-0.0105788314	0.0294419389	-0.0331687538	0.0021236931	-0.083582876	0.0323355991	-0.0558640662	-0.1521082251	-0.0979430198	-0.0240088869	0.0036770866	0.0247442714	-0.0691696561	0.0063282341	0.053411741	0.0429298707	0.1774989873	-0.0224101511	0.1263932985	-0.0064261086	0.014742699	0.0118011334	-0.0525349632	-0.0432785505	-0.1718435926	-0.0241662606	-0.0846367754	0.1015515955	-0.0484874366	-0.0185049767	-0.0782003156	0.0930880632	0.1059065419	0.0682793285	-0.1560152297	-0.0717116688	0.0045060264	-0.0829466803	0.082929709	-0.0301234591	-0.1069691043	-0.0138818421	-0.0998522783	-0.0461017167	0.0946980062	0.0234916398	-0.1281443647	0.1570176536	-0.0266849018	0.0037605134	0.0824844239	0.028352978	-0.0261100176	-0.0375367312	0.1442862377	0.00125849	0.0464247216	-0.1069551095	-0.0046978331	-0.0575374204	-0.0648403027	-0.0959391959	-0.0093599447	0.0243090536	-0.0699370812	0.0438983229	-0.0060200634	-0.0256523764	0.1147273635	-0.1598839528	-0.1364124658	0.1378130953	-0.0168819997	0.0138243634	-0.0958116458	0.0583049168	-0.0035343453	-0.0225196788	0.0518345631	0.0385260179	-0.0199970653	0.0714963029	0.1377247964	0.1134215757	-0.0523980376	0.0203172258	-0.0866457384	0.0151898835	-0.1004813945	-0.0018454517	0.0164883685	0.0110152213	-0.0611217504	0.0019993083	0.0334448684	-0.0297421867	-0.0310470141	0.013032544	0.0320908766	-0.0767511557	0.1261756376	0.1237128745	0.1196438145	0.1140212905	-0.0499642938996629	-0.0080320619196782	0.0024964306648918	6.451401868154625e-05	0.0686929724832623	0.0108862558384572	0.0001185105661803	0.0047187244685862	-0.0905158728567911	0.0353813532674395	0.0081931232390267	0.0012518401590353	0.0009490911020228	0.0003020413208201	9.12289594827506e-08	9.007739199388532e-07	0.0008178951395276	2.393549908559999e-05	6.689524592628722e-07	5.729081164767578e-10	-0.0002218877389504	-9.66306289775e-05	4.923416869652085e-08	9.337478456587262e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5735.998052149318	-7.249485284712136	52.55503689325781	32901673.65426077	15709.1288264478	-60.27984737491352	3633.659999542868	246776728.48593324	5512.984487972932	-3.623272655456276	13.128104735777171	30392997.964630168	7341.482240524087	8458.584113036388	0.81937	23.643444	0.0309973646870586	0.0165651053358858	0.0042162404	-0.014565686	-0.0257219127	0.049730967	-0.0329341591	0.0430709009	-0.0813873325	-0.1144846315	0.0221256061	0.0005429129	-0.0154402035	-0.0032395091	-0.0355738532	0.0059598151	0.098795945	-0.0789234557	0.0522428373	-0.0232721265	-0.0719459693	-0.0398857263	0.0486820112	0.0013932893	-0.0145593875	-0.0359087501	-0.0125991895	-0.0788529684	-0.1114550261	0.0286638539	0.0063961751	-0.063732223	0.0462067541	0.0928813352	-0.0625472149	0.0891840943	0.0889686078	-0.0095542007	0.1401353411	-0.0416548157	0.0059619161	0.0981384522	0.0408001595	-0.0952835587	0.0859154661	0.1780564469	-0.0650003906	-0.0964235029	-0.0165149942	-0.0032362621	0.0420795973	-0.027178656	0.0559832669	-0.0020213372	0.0404014623	0.0530722668	0.1012618998	-0.0054503966	0.0154582193	0.0139410966	0.082353695	-0.0428102868	-0.0847656313	0.0007388393	0.003635519	0.0399112008	0.0578320188	-0.0513021755	-0.0107587163	-0.0433036986	-0.0135979134	-0.1174911619	-0.0732753433	0.0841613467	-0.0038436193	-0.0303109749	9.62301e-05	-0.0362243128	0.0020048511	-0.0245725244	0.0581614335	-0.0070186554	-0.0417457143	0.0062774414	0.080190786	0.0986985059	0.0047663188	-0.0014609887	-0.0588432133	-0.0047390631	-0.0452784983	-0.0060748318	0.0804948157	-0.0558176168	0.1192734842	-0.0113812244	0.102284488	-0.0334375782	-0.0348874263	-0.0756350887	0.0640393361	0.0505072726	0.1257691411	0.1221000468	0.1160639717	0.1077779285	-0.0499550898106946	9.204088968296775e-06	0.0024955109979945	8.47152537363224e-11	0.0581466267529435	-0.0105463457303187	0.0001112254082634	0.0033810302027461	-0.0802705728944346	0.0102452999623565	0.0064433648728007	0.0001049661713186	0.0008816322660166	-6.745883600620009e-05	4.550694555311398e-09	7.772754524815649e-07	0.0008753680807584	5.747294123080004e-05	7.662692768106447e-07	3.3031389737189953e-09	-0.0003008862598217	-7.899852087130002e-05	9.053254134949156e-08	6.240766299853225e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5728.821389343173	-7.176662806145032	51.504489033105486	32819394.510995843	15680.32211684124	-28.806709606560617	829.8265183567117	245872501.6879005	5516.154250395653	3.16976242272176	10.047393816498923	30427957.714158032	7340.777497776627	8435.286217425903	0.707999	20.42977	0.0173448398727414	0.0100942966618741	0.0144311274	-0.0159985434	-0.0095792923	0.075243496	-0.0552958108	0.006328262	-0.0979609348	-0.0068666182	0.0142437918	0.0605502376	-0.0031740256	-0.0095631694	-0.0880248168	0.0345102974	0.1625548402	-0.0308596316	-0.0865927414	-0.0632948431	0.0113828492	0.0121427147	0.0058730018	-0.008765425	-0.1071600656	0.0545762242	0.09418763	0.1068315462	0.0150470573	-0.0402004708	-0.218321108	0.1131638501	-0.0581654971	-0.0286594612	0.0811322131	-0.0637318374	-0.0342999016	0.0390804799	0.0038257118	0.0033452434	0.1301225678	-0.0658894194	-0.0598624744	0.0217694722	0.0638043343	-0.0434003202	-0.0538102562	-0.0069343595	-0.1444003326	0.0067774288	-0.0704831156	-0.0278073761	0.0714378508	0.0024327011	0.0482382856	0.0927552122	0.0602259743	-0.0212736933	-0.0474795284	0.0670588196	-0.0073285247	0.1013698419	-0.1524289546	0.0301014719	-0.0519267595	-0.0202774423	-0.0033305388	0.0388260726	0.071907238	0.0276283099	0.0889884783	-0.078293352	0.0897676588	0.054793516	0.0255312844	-0.0824318634	-0.1674754453	0.1175965445	0.0084199809	-0.0322832021	0.0728101365	-0.0294464009	-0.0346127063	-0.0114209154	0.0649289916	0.0739143334	0.0164729452	0.0092119909	-0.0589793478	-0.0145696713	-0.0394729012	-0.0740002912	0.1077949206	-0.1579813091	0.0729034876	-0.0729568394	0.0747790896	0.0125017595	-0.0372423307	-0.0497310359	0.090100007	0.0464541474	0.1252819198	0.12017379	0.1118139553	0.100428619	-0.0499651810121264	-1.0091201431798593e-05	0.0024965193135745	1.0183234633713392e-10	0.0663159755293065	0.008169348776363	6.673825942986367e-05	0.0043978086104035	-0.0801527381943429	0.0001178347000916	0.0064244614400508	1.3885016545698568e-08	0.0008036768807663	-7.795538525029997e-05	6.077042089522686e-09	6.458965286782495e-07	0.0008753380815971	-2.999916130005248e-08	7.662167570940913e-07	8.999496787065663e-16	-0.0004038521793072	-0.0001029659194855	1.6309658273117481e-07	1.0601980575494468e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5733.824882829396	5.003493486223306	25.03494706667905	32876747.78695354	15681.261926370977	0.9398095297365217	0.8832419521835819	245901975.603452	5515.245908328834	-0.9083420668193868	0.8250853103537151	30417937.429337945	7342.260805445094	8445.923769179382	0.7698199999999998	22.213665	0.0350782590652155	0.0218072152158293	0.0002169572	-0.0044993087	0.0444967885	0.0588079418	-0.0715230008	3.10549e-05	-0.1022377201	0.0805380498	0.005466235	-0.0168729812	0.0011102078	-0.020449885	-0.0556649133	-0.0363295216	0.0437160661	-0.1386349974	0.0043270502	-0.0279849567	0.0263451523	-0.0407198205	0.0224849083	0.0667976021	0.0008491575	0.0172051695	2.69556e-05	0.0291650188	0.0677260541	-0.0170426839	0.0616051976	-0.0015721742	0.0645357826	-0.0565724527	-0.1014301881	0.0691339971	0.0815143651	-0.0393153286	0.0242520008	0.125486716	0.0607586785	-0.0417760898	-0.0135755794	0.2348337244	0.0484100448	0.14677354	-0.1818422029	-0.1558559893	0.0565364556	0.0758274535	-0.018844248	-0.014751689	0.0432723791	0.0073920406	0.0567075437	0.0296166389	-0.0183844281	-0.0349132529	-0.0862413297	0.0676531983	0.0172964989	0.0338282522	-0.1044616795	-0.0084725934	-0.1161252699	0.0085868483	-0.008719444	0.0132295027	0.1141312921	-0.0738544198	0.0671557036	-0.0262236882	0.0196277523	-0.0467246051	-0.0076355684	0.0564084407	0.0432803481	-0.1080399298	-0.0004411181	0.0124938778	0.0607017399	0.0166959373	-0.0246048054	-0.01831323	-0.0124582849	0.0003465653	0.0151192487	0.0680651989	-0.0314120834	0.0616274985	-0.0530852392	-0.1269714631	0.0444332495	-0.172761984	0.1208988811	-0.0232092079	-0.013413528	0.05342855	0.08125088	-0.0078604686	-0.0367046258	-0.0527313745	0.1247142864	0.1179390489	0.1069183059	0.092048776	-0.0499647806328482	4.0037927820368857e-07	0.0024964793036886	1.6030356641490664e-13	0.0805625838278416	0.014246608298535	0.0002029658480118	0.006490329913018	-0.0974067081992302	-0.0172539700048872	0.0094880668022099	0.0002976994809295	0.0007321767610479	-7.150011971839996e-05	5.112267119745527e-09	5.360828094185937e-07	0.0008753521304083	1.4048811199985668e-08	7.662413522103493e-07	1.9736909613284275e-16	-0.0004038207401865	3.143912070003446e-08	1.6307119020477272e-07	9.884183103913357e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5740.267166291843	6.44228346244654	41.50301621051217	32950667.140408184	15716.832307852535	35.5703814815588	1265.2520387436211	247018817.79315725	5519.330794006182	4.084885677348211	16.686290997004555	30463012.413664915	7357.226736645536	8515.875623069369	0.767302	22.140985	0.0076536557893284	0.0053000922574549	-0.018894369	0.0349307869	0.0787146916	0.0194728804	-0.0736851478	0.0208539292	-0.0781206212	0.0741725198	-0.0356329323	0.0674651032	0.0213014644	0.01946462	-0.0430340368	0.0744850796	-0.0279033438	-0.0346050998	-0.0318215847	-0.0260729193	0.0106432971	0.0102363013	0.0598842157	-0.0406417043	0.0169651022	0.045090727	0.0075950703	0.2041443599	-0.0738438887	-0.1450833471	0.0035168057	-0.0673501141	-0.133836008	-0.0342370582	-0.0332324885	0.1079593275	0.0605368239	0.1362916469	0.0245786753	-0.040162106	-0.0832673714	-0.0358536248	0.0246822655	0.0158880826	-0.0621089295	-0.052786556	-0.0022609215	0.0446997064	0.0517855602	0.1011636652	0.103259002	0.031528174	0.053801389	0.0118140204	-0.0263156097	0.0327686072	-0.0321991621	-0.0149050059	-0.1065573604	0.0907639601	-0.0658689425	0.0978145436	-0.0581860048	-0.0611135334	-0.1163639594	0.0370467092	-0.0695374729	0.0944445485	-0.0169497344	-0.0719827915	-0.0351652791	-0.0203400161	-0.0148159441	-0.0799436793	-0.0306334405	-0.0045742708	0.0459556917	-0.1157526907	-0.0040411461	0.008077019	0.0550335121	0.0332333205	-0.0209193613	0.0421600751	-0.0098860706	-0.0858232966	0.0148340864	0.0273844362	0.0283480949	0.0757733419	-0.024410031	-0.0235224802	0.0666711053	-0.0540931452	0.1395542667	0.0756192977	-0.0210063267	0.0052230352	0.1511071771	0.0785136161	0.0346787748	0.0101548215	0.1240666051	0.1154015599	0.1014052916	0.082724388	-0.0499849475622795	-2.016692943130477e-05	0.0024984949828038	4.0670504268722647e-10	0.0805699536543187	7.369826477102159e-06	5.4314342302596016e-11	0.006491517431859	-0.1018560329289002	-0.00444932472967	0.0103746514440132	1.97964905500531e-05	0.0007321640067632	-1.2754284699992985e-08	1.6267177820847515e-16	5.360641327995431e-07	0.0008118527536011	-6.349937680719998e-05	6.591048935296884e-07	4.0321708549027665e-09	-0.0004037969852034	2.375498310000024e-08	1.630520052593548e-07	5.642992220812969e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5727.348398184608	-12.918768107234428	166.8945694084974	32802519.6741878	15710.91263688106	-5.91967097147608	35.04250441053656	246832775.88370892	5504.765296998063	-14.565497008119564	212.15370309354	30302440.97503417	7342.533425181613	8416.481907145611	0.7914919999999999	22.839001	0.0664446607301511	0.0378547335773711	0.0216082083	0.0293572576	0.0810367612	0.0199931216	-0.0208310886	0.0538737409	-0.0525985363	0.0721545072	-0.0095706598	0.0107443881	-0.0279221711	0.0717647533	-0.036091375	0.007155727	-0.0924299952	0.0438213496	-0.0479898314	-0.0786506837	-0.0364508249	-0.0801981401	0.0016166441	-0.0859267513	0.0406066753	-0.112920351	0.0692349335	0.1333800733	0.0455110968	0.0898128555	0.1661291014	-0.0009929809	-0.0419131193	0.0382427023	0.0915471515	-0.0167793328	0.0131821594	-0.0473058343	-0.0470367513	0.0792694434	0.1540905623	-0.1920237927	-0.1112924612	-0.0363376671	0.0294292766	0.0407420979	0.0590432851	-0.0012532183	-0.0258956853	0.014082535	0.006112944	0.0131157694	0.0209740346	-0.0156416119	-0.0321558532	-0.0224416292	-0.043317576	0.0181075039	-0.0746898861	0.1092570097	-0.089801948	0.0945720196	0.1270800133	-0.027703314	-0.098374436	-0.0095794045	-0.015420276	-0.0131263632	0.0107975904	-0.0592592191	0.0678672878	-0.1016691679	-0.0989879074	0.0392138651	0.0635352519	-0.0368368124	0.0579603836	-0.0511923683	-0.0106419449	-0.0044644245	0.0338446221	0.0466888778	-0.0209353844	0.0605325333	-0.0268796427	-0.1326190466	0.0335876978	-0.0288301652	0.0702869463	0.0255344355	0.0793903994	-0.0414555104	0.1412682889	-0.020222807	0.1729631303	-0.0042661265	0.046200808	0.0303996558	0.1759295073	0.0244121121	-0.0688503268	0.125595389	0.1233392918	0.1125678367	0.0953067456	0.0725511359	-0.0427320620260047	0.0072528855362748	0.0018260291249943	5.260434860230424e-05	0.0721771818080867	-0.0083927718462319	7.04386192629044e-05	0.0052095455737576	-0.1052729138687595	-0.0034168809398592	0.0110823863944192	1.1675075357173764e-05	0.0013695691380398	0.0006374051312766	4.062853013777397e-07	1.8757196238710809e-06	0.0008753930121738	6.354025857269999e-05	7.663129257627187e-07	4.037364459485574e-09	-0.000157099926897	0.0002466970583064	2.4680387031042746e-08	6.085943857703134e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
