global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	w_comp_cor_52	w_comp_cor_53	w_comp_cor_54	w_comp_cor_55	w_comp_cor_56	w_comp_cor_57	w_comp_cor_58	w_comp_cor_59	w_comp_cor_60	w_comp_cor_61	w_comp_cor_62	w_comp_cor_63	w_comp_cor_64	w_comp_cor_65	w_comp_cor_66	w_comp_cor_67	w_comp_cor_68	w_comp_cor_69	w_comp_cor_70	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	cosine08	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
5553.20870060796	n/a	n/a	30838126.87250795	13379.520296838147	n/a	179011563.37350395	n/a	5409.8137349699255	n/a	29266084.647069257	n/a	6350.099716613294	7764.001642529606	n/a	n/a	n/a	n/a	-0.0619072396	0.0492283636	-0.0100719557	0.1285003936	-0.0257540316	0.1011584596	-0.1234452358	0.3096026858	-0.2116108348	0.4387361566	-0.0111527001	0.1160225123	-0.0854092985	0.0522245596	-0.0211859101	0.2408849038	-0.0207269429	0.519473826	0.0331360195	-0.035796386	0.0746796164	-0.1134092059	0.0190141704	-0.0667081623	-0.0816365598	0.0167348666	-0.0061105561	0.0122376531	-0.1147194395	0.0092838176	-0.0649677976	0.0347444275	-0.0909671377	0.0108832802	-0.127575448	0.0309667895	-0.0259358125	0.0071098594	-0.0281381596	0.0444502617	-0.1275957243	0.0268351078	-0.0666440108	0.0083563888	-0.0193257308	0.0715884386	-0.1051654191	0.0309979266	-0.0794333428	0.095619712	-0.0903945101	0.1265214013	-0.0752379268	0.0245466729	0.0660261745	-0.0799103561	-0.0213766137	0.0337160392	-0.0449557308	-0.0476382721	0.1139097294	-0.0401230085	-0.0476339187	0.0650185329	-0.0372184998	0.0627974431	-0.0710213867	-0.0032366789	-0.1198414351	0.0727100308	0.0476232	0.0651334685	-0.0900796742	-0.0238914868	0.1154262944	0.1031184446	-0.0165920845	-0.1698274542	0.0675777746	-0.0236726639	-0.0344516481	-0.0128307216	0.0937619642	0.0489280744	-0.0643476068	-0.0141061548	-0.0293188426	-0.017210839	-0.05926466	0.0894743583	-0.0060603367	0.0873211645	0.2466545809	-0.1607728884	0.1454611145	-0.1500695982	0.1765546773	-0.2177012679	0.3056946686	-0.0235335204	0.0407094735	-0.0883432176	-0.1810127141	0.0989447418	-0.0865174768	0.22427728	-0.1367422071	0.0961577792	-0.0216516549	0.0219361529	-0.034880928	0.0239107904	0.1457899877	-0.1769883653	-0.0012088645	0.0910871042	-0.0788698847	0.0193635905	-0.0265718335	0.0329224908	-0.0118557827	0.1144602283	-0.0180010471	0.1476382172	-0.0329755056	0.0334225565	-0.0679448695	0.0789388926	-0.072899618	0.0784721359	-0.0111629915	0.0823881581	0.0680021719	-0.0591017345	-0.0018933513	0.0493106547	-0.0969891802	0.0213013038	0.0245117592	-0.0991876026	-0.0796119267	0.0100094476	0.1141355623	-0.0381480758	-0.0534985868	-0.0175243804	0.0472457388	-0.0251584494	-0.024597063	-0.0493277701	0.0307656866	0.120171476	0.014778759	-0.0503790289	0.1588889709	-0.0403955173	0.1749559275	-0.1357097714	0.0027452347	-0.2329050014	0.1333939087	-0.0986180256	0.1056228197	-0.0326208321	0.05286378	0.2176996631	-0.0259379048	0.0866021191	-0.0381754708	0.416277196	-0.0929657641	0.0579877277	-0.0777147436	0.0420028492	-0.1726634718	0.1078223151	0.0930462698	0.0930398161	0.0930290603	0.0930140029	0.0929946445	0.0929709861	0.0929430287	0.0929107737	0.0928742226	0.0263415987649437	n/a	n/a	0.0006938798254932	-0.0306796742679154	n/a	0.0009412424131853	n/a	0.0216335122882469	n/a	n/a	0.0004680088539257	0.0054591153787694	n/a	2.980194071871657e-05	n/a	0.0012526465554534	n/a	1.5691233928892678e-06	n/a	-0.0001319198695195	n/a	n/a	1.7402851974041907e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5534.074419845699	-19.13428076226137	366.1207002890456	30625979.684390508	13034.085411906692	-345.4348849314556	169887382.52487883	119325.25972760798	5397.910959827543	-11.90277514238278	29137442.730226304	141.6760560901254	6308.305612794088	7595.394010128481	1.40312	30.42548	0.1793406996401534	0.1115618336231346	0.0196162515	0.0522273136	-0.002904063	0.038272025	-0.1892808416	0.0639676629	-0.1568287781	-0.0213137507	-0.0077044118	0.2037747951	0.0779774398	0.0101210245	-0.1531974361	-0.0391810622	0.0151430968	0.1932945045	-0.0508000444	-0.0925765878	-0.0303479816	0.1412550318	-0.1668077314	0.0327675461	-0.0792597342	-0.0754104061	-0.1544519622	0.0291859336	-0.0018290462	-0.2082203501	0.0790292906	0.0489272373	0.0116483524	0.0287532873	-0.0287311667	-0.0146656009	-0.1158649642	0.0161287432	-0.0126355462	0.091387711	-0.0035636321	-0.1246897918	-0.0358606535	-0.0395394634	-0.0383487935	-0.0819710634	0.0090318534	0.0640995098	-0.0514957782	0.0064988999	-0.0862272188	0.0424743671	-0.0003688724	0.0988953467	0.0848269497	-0.0620518743	0.0309590822	-0.1173966441	-0.0158158045	0.0510349697	-0.0017423922	0.1084957136	-0.038522453	-0.0699595619	0.007371977	0.0461198899	-0.0869430346	0.0382569065	0.0230458993	-0.0275687748	0.043797725	-0.0871996909	-0.0416822461	-0.0810450077	-0.1176102761	0.0220905724	0.1492591197	0.0593581898	0.1123256037	-0.051367069	-0.0040884545	0.0315921043	0.0704079597	0.0277176354	0.0677592805	-0.1042273548	0.0014725572	0.000717643	0.0888123672	0.0613424809	-0.1268761198	0.0032205593	-0.0187005016	-0.015659969	-0.0507557618	-0.1111636314	0.1749209186	-0.1145583211	0.1896894577	-0.1648908596	-0.0241559561	-0.0303551865	-0.0598759528	-0.1525617808	-0.1395937856	0.0214247517	0.0975431934	0.0751963898	-0.029414456	0.0889761494	0.1884560982	0.12660663	-0.1336720029	0.0594244802	0.0895150614	-0.0229675713	0.1554168839	-0.0825226959	0.0850525215	-0.0399466004	-0.0170394157	0.0011850304	-0.0261617311	0.0500863533	-0.0463302289	0.0288810224	-0.0934923383	-0.0256388196	0.0446619846	-0.0969310354	0.1115739312	-0.075276043	-0.0154136356	-0.0780642828	0.0206014927	-0.0334110106	0.0173996648	-0.1338126207	0.0891811659	0.0273059831	-0.0292442231	0.0779109671	0.1019637778	-0.0431281992	-0.016628013	0.0865535191	-0.029750137	0.0665483107	0.0002358458	-0.0102593315	0.1176699599	-0.0078012553	-0.061674279	-0.021689027	0.1374471403	-0.1331069771	0.1500235261	-0.0306350616	0.1493011261	-0.0823876082	-0.1621779796	-0.1005146789	0.1206115867	-0.1794062048	0.0006159015	-0.0189783877	0.0728250706	0.0566461981	-0.0829081723	0.0568168235	0.0234979756	0.2032176269	0.0186220946	-0.0472825123	0.0608860958	-0.0177907146	-0.1052530895	0.0388337844	0.0930290603	0.0929709861	0.0928742226	0.0927388101	0.0925648049	0.0923522795	0.0921013223	0.0918120377	0.0914845461	0.0144806662417522	-0.0118609325231915	0.0001406817203197	0.000209689694805	-0.0524352950841517	-0.0217556208162363	0.002749460170562	0.0004733070370998	0.0423292070985326	0.0206956948102857	0.0004283117836804	0.0017917617735904	0.0035498027845074	-0.001909312594262	1.260109980889649e-05	3.645474582607489e-06	0.0014260130810876	0.0001733665256342	2.03351330743295e-06	3.0055952210473763e-08	0.0002859700403931	0.0004178899099126	1.7463197680676097e-07	8.177886400243128e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5539.697888490421	5.623468644722379	31.623399598175755	30688252.69574523	13127.86097343013	93.77556152343824	172340733.73770988	8793.855939036148	5398.400203194908	0.4892433673649066	29142724.75385482	0.2393590725105529	6297.468554888992	7563.145377741807	1.296458	28.112591	0.1528219207306758	0.0780577858662065	-0.0237150927	0.017614695	-0.0733173138	0.1476685832	0.0254666563	0.0036349252	-0.1547850199	0.1175991901	-0.0489021522	0.1468019474	-0.0144233059	0.0067573188	-0.0892271296	0.0709767708	0.0207672014	-0.0218386587	0.0167184383	-0.18978528	-0.0888717745	0.0359222547	-0.0345202782	0.0255154284	-0.1209234105	-0.0209652247	-0.2223633004	0.0321871497	-0.0702189505	-0.0537090825	0.0896977322	-0.0733088224	0.0031182335	0.017228081	0.0195040033	0.0218301844	0.0730457212	-0.0166198443	-0.0113063707	0.1411023881	0.0624440048	-0.066444918	-0.0345552255	-0.0530046873	0.1270601371	0.0713361985	0.0878366848	-0.0816434157	-0.0004226676	-0.0229830655	-0.0494425054	-0.0944506959	0.1053325945	-0.062092298	0.0508931742	-0.0087366696	-0.1486314242	-0.0690100076	0.0068818784	0.005474714	0.0919718274	0.136402216	-0.0412520551	0.0027703219	0.0458608799	0.0451521914	0.0686498238	-0.0416439097	-0.0061910059	-0.038497341	-0.1285909881	-0.037321907	0.0281377632	0.0067371647	-0.0064614443	-0.1051940083	-0.1442440656	0.0359602158	-0.0357346301	0.064999534	-0.0293960604	-0.0140885277	-0.0473606432	-0.106252882	-0.0473150658	0.0304390279	0.0599961867	-0.0117399879	-0.0122221131	-0.0113964146	0.0101380667	-0.0916364697	-0.0276605886	-0.0677938637	0.1277546932	0.0181397129	0.0778286198	-0.1127980057	0.1576666383	0.0008993922	-0.1736977165	-0.10866107	-0.0739331503	0.1133668725	0.0326868763	0.0964076223	0.0029026417	-0.0432597322	0.0494015761	0.0024041788	-0.0464874955	-0.0067313928	-0.0345650151	-0.094310793	-0.0250222799	0.1167390136	0.1062862132	0.0143336278	-0.0767771146	-0.0222951731	0.0840544535	-0.1240901675	-0.0927095383	-0.1198442044	-0.0362997091	-0.0077571715	0.0424109413	0.0784626976	-0.0977430761	-0.1009310069	-0.055198396	0.0008124672	0.0441745527	0.1295256976	-0.1577484651	0.0355374691	0.0808395613	0.1124668843	-0.0382589762	-0.0720908389	0.0287552989	0.0306543453	-0.0689034237	0.1384510353	0.0115833097	-0.0489016422	0.082741764	0.1053738022	-0.0255837203	-0.0270290558	-0.0310754642	0.0503060946	-0.0456239174	-0.0064525014	0.0735621145	-0.0933119666	0.0824755338	-0.0488730947	0.070306616	-0.0933811623	-0.0057305548	-0.0878860415	0.0857003222	-0.0142147204	0.0822777345	0.0574388117	0.0920860538	-0.0513587998	-0.0124210397	-0.0676386548	0.0649419123	-0.0575647594	-0.0804632274	-0.1012938956	-0.0122776755	-0.1451882639	0.0459975289	-0.1529412947	0.0929946445	0.092833377	0.0925648049	0.0921892388	0.0917071126	0.0911189838	0.090425532	0.0896275589	0.0887259867	0.0124345206434668	-0.0020461455982853	4.186711809382716e-06	0.0001546173036328	0.0017012303559198	0.0541365254400715	2.894184723903009e-06	0.0029307633867235	0.0373585175399355	-0.004970689558597	2.4707754687946223e-05	0.0013956588327816	0.0025639995188576	-0.0009858032656497	6.574093532702005e-06	9.718080785658098e-07	0.0008560126369099	-0.0005700004441777	7.327576345494403e-07	3.249005063627753e-07	8.402547546163593e-06	-0.0002775674928469	7.704371308533411e-08	7.060280526553982e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5541.607880699242	1.909992208820768	3.648070237756035	30709417.903427944	13012.341666973762	-115.5193064563682	169321035.6580615	13344.710164160317	5409.5032656706535	11.1030624757459	29262725.581301466	123.27799634031668	6307.906133470706	7630.601458301504	1.146697	24.865154	0.079023611274594	0.04649975165652	-0.0093291948	-0.0103732986	0.0238916126	0.0356521788	-0.1637542952	0.0668941203	-0.0434322895	-0.0213970345	0.0064551304	-0.0041547206	-0.0347656091	0.038203263	-0.0612461966	-0.014970451	-0.0451431635	0.1225445066	0.0948875647	-0.2409376508	-0.006583088	0.0737191468	-0.0905905141	-0.0893259455	0.0815635371	-0.0411166952	-0.1287146271	-0.0691894059	0.1292995212	0.1197218637	0.0641217182	0.0061542441	-0.0151997447	-0.0246230752	0.0681579201	-0.0600310113	0.0642831735	-0.0012479589	-0.0096493215	0.0463884739	-0.0012422816	-0.0680813459	-0.0146148718	-0.093674239	-0.0017663052	-0.0136519892	-0.0100683439	-0.0263238455	-0.0178887441	0.0176380542	-0.0671700045	-0.0452254552	-0.0364078661	-0.0144745009	0.0675651405	0.0024028361	-0.0033109443	-0.0087193819	0.0176301077	-0.0997427272	0.0058883632	0.031857375	0.0876110819	-0.0506370017	-0.054428324	-0.0236485611	0.0310527143	0.0205876392	-0.0691372069	0.0157141683	0.0604729933	-0.0407741731	0.1991034976	0.0217642069	0.0235053998	0.093214528	-0.121363991	-0.0245373601	-0.0631153278	0.0099889437	-0.0809894532	0.0122406493	-0.0197823323	0.039118395	0.0012121045	-0.0135484982	-0.0324385431	-0.1096631576	0.0694326508	0.0341542537	-0.0587413615	0.026808371	-0.0192274694	0.0250022137	-0.0472429703	-0.0854805926	0.0779774645	-0.0253730955	0.1002456927	-0.1036538589	-0.073287533	-0.0716115215	-0.0331405994	0.1307049222	0.0839791511	-0.0483843164	-0.0704221756	-0.032245864	0.1487371234	-0.1172027972	0.0369323679	0.0129065913	0.0549251619	0.0016928919	-0.0580780424	0.0586632103	0.0200525454	0.0023393351	0.0075613895	-0.0609655104	0.1308446213	0.0660959069	0.023909313	-0.0153539558	0.0632318374	0.0575248257	0.1338803642	-0.10671523	0.0966834949	-0.0538928337	-0.0517273279	0.0080305758	0.0331341071	-0.0749301755	0.0047480617	0.0576632711	0.0763877159	-0.0275400095	0.0554296467	-0.0034005502	0.061380479	0.0554113168	-0.0876300268	0.0450424973	0.1372633714	-0.0440593519	0.0040457453	-0.0869948576	-0.0587588207	-0.0445707368	0.0194676876	0.0331452918	0.0581832989	-0.1161461323	0.072150783	-0.0612050803	0.0657474547	-0.0197281808	0.0541123985	-0.0474275665	-0.075024259	-0.056076106	-0.014759542	-0.1275741775	-0.0122889653	-0.007759507	-0.0158923904	-0.0216913192	0.0197388883	-0.0400022458	0.0124535842	-0.029004102	-0.1189879564	-0.0854143749	0.0221647555	-0.0855610304	0.1182416196	-0.0226484111	0.0929430287	0.0926270906	0.0921013223	0.0913669149	0.090425532	0.0892793062	0.0879308341	0.0863831703	0.0846398209	0.0239243786347458	0.011489857991279	0.0001320168366597	0.0005723758930586	-0.0367113903083549	-0.0384126206642747	0.0013477261783723	0.0014755294262974	0.0153905801367812	-0.0219679374031543	0.0004825902737489	0.0002368699569466	0.0026670057083104	0.0001030061894527	7.112919448160258e-06	1.0610275065586109e-08	0.0008809929925515	2.4980355641600013e-05	7.761486529248474e-07	6.240181679808176e-10	-6.674811677156176e-06	-1.507735922331977e-05	2.2732676114902568e-10	4.455311092550044e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5547.607643179669	5.999762480427307	35.99714982154323	30775950.562665485	13008.7000345482	-3.641632425562421	169226276.5888543	13.261486722907636	5412.2320780451055	2.7288123744519908	29292256.06662044	7.446416974962312	6295.753009500551	7542.977719264605	1.256013	27.235582	0.0728914934248015	0.0320496045393382	0.0291730586	0.0664478341	-0.1210189456	0.086229111	0.0735281949	0.0239178651	-0.0561655796	6.05044e-05	0.0497772238	0.0806996401	0.0251420936	-0.0630489132	-0.0429754598	0.0929379092	0.1038016573	-0.1706275184	0.0054681639	-0.0394601193	-0.0582262372	0.0918452378	0.1336977081	0.0239686346	-0.0353202297	-0.1169444387	0.0159712898	0.0071717861	0.0615742761	0.0979963918	0.0037562675	-0.1282387545	-0.1256818795	0.0174604133	-0.0183462939	0.0164647289	-0.0085366116	-0.106582904	0.0215142876	0.00335665	-0.0214459026	-0.1539334307	-0.0339010148	-0.0372368319	-0.1218254477	-0.0787905456	0.0473846107	-0.0065665526	0.0440314332	0.0759111363	0.1121366874	-0.0062882796	0.0203129612	-0.0410611493	0.0331641655	0.0831436672	0.0501139694	0.0615604411	0.0684597113	-0.0475407039	-0.0133625961	0.0110639282	0.0791534327	-0.092394365	0.0564006196	-0.1347382869	-0.0474975204	0.0449418286	0.0158748661	-0.0163855578	0.025813948	-0.0515636563	-0.021479025	-0.1005792871	0.0565271483	0.0034485487	-0.0450879064	-0.0703812969	0.1047399211	0.0528484372	0.014569522	0.046490881	0.0254036148	-0.0184023318	0.1032200366	0.0690383993	0.0477239575	0.015305142	0.0121826809	-0.0360105776	0.0601402889	-0.1440327917	-0.0596039039	-0.0640166527	0.0559582958	0.1126575572	0.0491433303	-0.0917742245	0.0458410076	0.0563661213	-0.0694567522	0.0036974837	0.0510873428	0.155016201	0.0027953749	-0.118438122	-0.2301500377	-0.0104379023	0.0095720322	-0.0688212768	-0.059513438	0.0209137516	-0.0737226204	-0.0033048931	-0.0334883743	-0.0358455447	-0.090748388	-0.0760739996	0.1120569607	0.0893016163	-0.0027873117	0.0197447739	-0.0170357315	0.0738164288	0.0791355042	-0.0422583252	-0.0072210994	-0.0529769556	0.1333117766	-0.0542278931	-0.0677675641	0.0134283599	0.0146872445	-0.0287488812	-0.0484559646	-0.0875712387	-0.0881319131	-0.133214463	0.0662183212	-0.0702959013	0.0062914668	-0.0614602591	-0.056408001	-0.1158023894	0.0077785168	0.0034500048	-0.0066768494	0.0354568725	-0.0799157534	0.1639203169	-0.0500817024	0.0166414078	0.0386347799	0.0521932499	0.0012573856	-0.0215480191	-0.0139806189	-0.008155383	0.0401485673	-0.0561091517	-0.0207420233	-0.0356256715	0.0169736236	0.0564486494	0.0069605928	0.1165977557	0.0512975007	0.0115808734	0.0576661296	-0.0883499189	0.1002151903	-0.0957109398	0.0427085539	-0.1721555481	0.0541891568	-0.0871776291	0.0933989739	0.0193173503	0.0928742226	0.0923522795	0.0914845461	0.0902742713	0.0887259867	0.0868454896	0.0846398209	0.0821172393	0.0792871898	0.0337746479389835	0.0098502693042377	9.702780536600744e-05	0.0011407268434022	-0.0524122466768659	-0.015700856368511	0.0027470436017166	0.0002465168907046	0.0093874926676562	-0.006003087469125	3.60370591619656e-05	8.812501858529892e-05	0.0023679361678806	-0.0002990695404298	5.60712169515706e-06	8.944259001289189e-08	0.0005987834229519	-0.0002822095695995	3.58541587601994e-07	7.964224117359147e-08	0.000238791683952	0.0002454664956291	6.025380047645854e-08	5.702146832463186e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5558.109496053155	10.501852873486314	110.28891377635274	30892581.17011626	13025.860615050118	17.160580501918957	169673044.76271385	294.4855231628411	5417.611739008857	5.379660963751121	29350516.95464657	28.94075208490764	6303.935220906407	7626.543993314779	1.354484	29.370838	0.0723370243978825	0.0357671151343048	-0.0407103669	-0.0806142737	0.0826068197	-0.0451006569	-0.0506243808	0.0297014977	0.0472328031	-0.0607300168	-0.0042863176	-0.067864248	-0.0207691398	0.0359741427	0.1040809421	-0.0663491089	0.091219935	0.0245594485	0.0281986994	-0.1433686405	0.0472143311	-0.0117460584	0.1021239901	-0.0301280483	0.1366149376	0.0399775832	-0.0602179186	-0.0945588115	-0.084626366	-0.0342299691	-0.032675761	0.0076620758	0.1178933087	0.0389696698	0.0566311145	-0.0974485553	-0.0060023916	-0.0611744048	0.060259494	-0.0702296216	-0.0576156756	-0.0085348685	-0.1096790775	-0.0416034622	-0.025268438	0.0307612103	0.2077479926	0.1498983585	0.0789328472	-0.1218714647	-0.0369220341	0.1168213727	0.1130099394	-0.0448818005	-0.0534364602	0.0469321329	-0.0163828005	-0.1047947468	0.0232545729	-0.0852305412	-0.0652044715	-0.0287560971	0.0242418198	0.0282570963	-0.012962735	-0.0043724371	0.0225740721	-0.130749682	0.0954516257	0.018199395	0.0646274756	-0.0436390376	0.0199470582	-0.0613714464	0.0610862736	-0.0353941152	0.0014904081	0.0209394563	0.0367632719	-0.079094765	-0.0257299284	0.1061375826	-0.0548405182	-0.0254397925	-0.0015367649	-0.0151854846	0.0203404824	-0.0285855437	-0.0460378111	0.0155415157	0.109021763	0.0313210997	-0.0137140906	-0.0386006091	-0.0202848419	-0.0327265551	-0.0495776222	0.1583763557	-0.0302176075	-0.0275013467	-0.00186885	-0.0853259086	-0.0121829187	0.1143806523	-0.0223316319	-0.1344257701	0.1020945599	-0.0048083639	0.0639870192	-0.0963383497	0.0283095231	0.0666768507	0.1229225467	-0.0647527919	0.0482918678	0.0146672238	-0.071637058	-0.0288721122	0.0925718237	0.071732971	0.0140721953	-0.1361302922	-0.0675409506	-0.0356648777	-0.0421138616	0.0242955349	-0.1761086393	0.0738952735	0.0083617221	-0.0006031424	0.0080350703	0.0352274514	0.0807743176	0.0153633218	0.042812703	-0.0885580511	0.084688383	-0.0545345353	-0.0442136414	-0.0637749159	-0.1245250243	0.0692475359	-0.0186370205	-0.0265607572	-0.0057449075	0.1755959586	-0.0557072424	-0.1304136208	-0.1561064929	-0.1114848578	-0.0667884853	-0.0572498727	0.0620468582	-0.075450132	-0.0410796346	-0.0082857952	0.0159080424	-0.0389186025	-0.0153710848	0.0088175603	0.0007563906	-0.0038599796	-0.1084959177	-0.0037586607	0.0078549009	-0.0462543965	-0.1376174295	-0.0472506882	0.0416960556	-0.0604314229	0.0036610414	-0.0022713787	-0.0149474226	0.003862823	0.0097692238	0.0232815777	-0.0388410624	0.0676943533	0.0927882388	0.0920091471	0.0907155029	0.0889145408	0.0866163325	0.0838337306	0.0805822964	0.0768802134	0.072748185	0.0204994287410045	-0.0132752191979789	0.0001762314447543	0.0004202265787075	-0.0311660414227219	0.0212462052541439	0.0009713221379628	0.0004514012377012	-0.0036520729543383	-0.0130395656219945	0.0001700302716103	1.3337636863809278e-05	0.0024153560104052	4.741984252460037e-05	5.833944657000525e-06	2.248641465057897e-09	0.0009858650377185	0.0003870816147666	9.719298725956995e-07	1.498321764903185e-07	0.0002998109131361	6.101922918410002e-05	3.7233463302217237e-09	8.988658363550211e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
