global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
6305.558675515027	n/a	n/a	39760070.21036282	15148.673539749836	n/a	229482310.0139168	n/a	6109.158003791669	n/a	n/a	37321811.51529181	7360.51989690019	10292.61619406261	n/a	n/a	n/a	n/a	-0.0363972203	0.005343062	-0.0043590288	0.0076348545	-0.0273281908	0.0350008135	-0.0623091648	0.1780213067	-0.0327579222	0.0104406616	-0.0659721445	-0.0236806693	0.0004133914	-0.0178898416	0.0002948573	-0.0149036506	0.0053348499	-0.0045317831	0.0777011537	-0.0036473866	0.0231514508	-0.0887553039	0.0199478009	-0.1311865059	0.1168793194	-0.0241108781	0.0210241037	-0.0391068436	0.0086304659	-0.0275841859	0.0293144157	-0.0810166358	0.0489790016	-0.0079485127	0.0122440359	-0.0164740915	0.0320154881	-0.0009615103	0.1190404474	-0.0420319782	0.0233990206	-0.0172068679	0.0022745176	-0.0861358605	0.1378679032	-0.0152504683	0.0291031132	-0.0619597818	0.0046030647	-0.0289216616	0.0337317235	-0.0259834077	0.0267716873	-0.0760240743	0.0121385684	-0.0618496115	0.011807329	-0.0388703126	0.0138016944	-0.0335366188	0.0262265693	-0.0088696051	0.0073721494	-0.0444833646	-0.0426907544	0.0169892892	-0.0632377146	-0.0027375929	0.0739654234	-0.0418189562	0.1269899372	0.1269593695	0.1269084288	0.1268371232	3.0186302524271014e-06	n/a	9.112128600868106e-12	n/a	0.0766506251238468	n/a	n/a	0.0058753183318764	-0.0908628185810229	n/a	n/a	0.0082560518004878	0.0043431865971422	n/a	1.8863269817595643e-05	n/a	0.0006796010908218	n/a	4.618576426461805e-07	n/a	0.0009665300358529	n/a	n/a	9.341803102058082e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6288.41381095614	-17.144864558887093	293.94638074258273	39544148.25782392	14923.398019398546	-225.2755203512897	222707808.44538847	50749.06006954436	6103.01689432101	-6.141109470659103	37.71322553061893	37246815.21236767	7324.475024068987	10199.558329728628	0.703064	32.121674	0.0923864764603699	0.0495289521346472	-0.0312584007	-0.004496107	-0.0011080907	-0.0015307221	-0.0322968017	0.0148702559	0.030553142	0.0038170223	-0.0443423353	0.0010998855	-0.0817124216	-0.0340030567	-0.0267633198	0.0015997135	-0.0230004432	-0.0117240256	-0.036725892	0.0279921592	0.0068951837	-0.0346088031	-0.0100493828	-0.0056342711	0.0496500696	-0.0879983047	-0.04166846	-0.0008104613	0.0165702082	-0.0308725121	0.0086562016	0.0284750539	-0.0730861608	0.1019539367	0.0705014792	0.0034937174	-0.0290868086	-0.0327930064	0.0410797154	-0.001181293	-0.0030624038	-0.00758638	0.0476536361	-0.023755863	-0.0223122622	-0.0515760258	0.0678700639	-0.0426892357	0.0189152951	-0.0528702325	-0.0150632329	-0.036175362	0.0308426298	-0.0473389273	0.016776248	-0.0417955318	0.0110564591	-0.0206106131	0.0241199932	-0.0305817988	-0.0083004202	-0.0279140044	0.0281089148	0.0580396617	0.0048522384	-0.0105600063	-0.055180711	0.0257628747	0.0328208523	-0.0078204788	0.0944464801	-0.0225277528	0.1269084288	0.1266334666	0.1261756376	0.1255356027	-0.0301822554354629	-0.0301852740657153	0.0009109685431715	0.0009111507704223	0.064487760959949	-0.0121628641638977	0.0001479352646694	0.0041586713136275	-0.0777267839639961	0.0131360346170267	0.0001725554054597	0.0060414529453857	0.0042113133057685	-0.0001318732913736	1.7735159759342815e-05	1.7390564977732702e-08	0.0008110384951116	0.0001314374042897	6.577834405528887e-07	1.727579124644033e-08	0.0004917946592418	-0.0004747353766111	2.2537367780608307e-07	2.4186198685875813e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6286.9582820131545	-1.4555289429854383	2.118564503868307	39525844.4397738	14862.235021504792	-61.16299789375444	220886029.83444357	3740.9123113514097	6107.118094683464	4.10120036245371	16.81984441299044	37296891.42241018	7309.394485311879	10136.878465005077	0.744004	33.992149	0.0634693216493185	0.0353314566065646	-0.0446931713	-0.0160126496	-0.0192901337	-0.013420932	-0.0035884762	-0.0478507817	0.0008008351	-0.0035766695	-0.0043608855	-0.0086179807	-0.0602739762	-0.0360865581	-0.0023760152	-0.0262993819	-0.0174661304	-0.0238257128	-0.0295023564	-0.0081808325	0.0298052711	-0.0542692362	-0.0032113849	0.0035215943	-0.0147668573	-0.0121203272	-0.0035917119	-0.0579906388	-0.0918417942	0.049515239	-0.0386205807	-0.0574787598	0.0214381992	-0.0892164564	0.0646917234	-0.0273736957	-0.0203551729	-0.0042123766	-0.0085672704	0.0060136276	0.0097962626	0.0042069523	0.0313870486	-0.0421377508	-0.0153168772	-0.0574966611	-0.0147756701	0.0032658101	0.0201745497	-0.0545663323	-0.0026957801	-0.028936026	0.0144092617	-0.0252490736	-0.0055209448	-0.0457404209	0.0023120597	-0.0486905257	0.0045181774	-0.0284798237	0.0094562909	-0.0209832043	0.0478808009	-0.009507886	0.0320897998	-0.0084828068	-0.0383219871	0.0178825667	-0.0091443933	-0.0108046405	0.0403226062	0.0277357169	0.1267454643	0.1259824975	0.1247142864	0.122945917	-0.020129215355908	0.0100530400795549	0.0004051853108445	0.0001010636148411	0.0756636307188074	0.0111758697588583	0.0001249000648669	0.005724985013552	-0.0677908619550109	0.0099359220089852	9.872254616863652e-05	0.0045956009646033	0.0036512818061684	-0.0005600314996001	1.3331858828056374e-05	3.136352805443372e-07	0.0008624648156239	5.14263205123e-05	7.438455581891678e-07	2.644666441433808e-09	0.0005264266351678	3.463197592599998e-05	1.1993737565390422e-09	2.77125002214092e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6283.220146752276	-3.7381352608781526	13.973655228620574	39478855.4125537	14819.709969231477	-42.52505227331494	219623803.5721388	1808.3800708481683	6110.897698113941	3.7796034304774366	14.285402091676808	37343070.676814266	7310.726880184753	10166.230344166102	0.637311	29.117523	0.0611157132577289	0.033306217966241	-0.0418266261	-0.0319651239	0.0107523819	-0.0380071042	-0.0391618695	-0.06250001	0.0364634788	-0.0379906705	-0.0369661379	-0.0189423431	-0.0523268731	-0.0436516465	0.0155232012	-0.014091946	-0.031220716	0.0451290505	-0.0022607038	0.018408158	0.0050396806	-0.0059179831	0.0854021407	0.0034260301	0.0181987106	0.0078827129	0.0195370579	0.0138300623	-0.0672664372	-0.0174642248	-0.0004486374	0.0571549006	-0.0492301034	-0.1525256264	0.0576065982	-0.0322822005	-0.0181487296	-0.014387205	0.0172690879	-0.0343818768	-0.0395136696	-0.0140651228	0.0059293208	-0.0020395063	-0.0014904	-0.005538761	0.0254862203	0.0626365254	0.0143721678	-0.05056943	-0.0059624892	-0.0392814348	0.0073925066	-0.0318165462	-0.0095282261	-0.0328464596	0.0153480514	-0.0179969177	0.0123476565	-0.0311474114	0.001247364	0.001458922	0.0333561709	0.0563378665	0.0230577884	-0.009022948	-0.0537498861	-0.0099908665	-0.0105374357	-0.0194422982	0.0549699254	-0.0023341589	0.1265011483	0.125008133	0.1225328133	0.1190946399	-0.0267493575303063	-0.0066201421743983	0.0007155281282841	4.382628240924705e-05	0.0707557392456976	-0.0049078914731097	2.4087398711823877e-05	0.0050063746362051	-0.0481317441390345	0.0196591178159763	0.0003864809133024	0.0023166647938654	0.0037599843499913	0.0001087025438228	1.4137482312179496e-05	1.181624303356948e-08	0.0008431080390232	-1.9356776600699976e-05	7.108311654655457e-07	3.7468480036940606e-10	5.591471970651054e-05	-0.0004705119154612	2.2138146259105157e-07	3.1264558798576383e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6276.227181310516	-6.992965441760134	48.90156566965151	39391027.63142095	14838.235854092376	18.52588486089917	220173243.2616725	343.208409879293	6105.12676614324	-5.770931970700985	33.30365581045876	37272572.83067862	7307.268341301692	10160.71614108897	0.609609	27.851887	0.0273939799035756	0.0191187828273052	-0.0419154438	-0.0307835009	0.0288107906	-0.0348430152	-0.0437040388	-0.0642674573	0.0302027577	-0.0282659047	-0.0091720958	-0.0076400711	-0.0607735623	-0.0127499549	-0.0141288302	0.010974044	-0.0064011843	0.0176466135	-0.0099427451	-0.0039065536	0.0229640233	0.0127475878	0.0737441263	-0.0227196147	0.0143472725	-0.0741716546	0.0649943502	-0.0941727265	-0.0245631698	0.0623134953	0.0768618844	-0.0408257098	-0.1122093653	-0.0059531445	0.0621756848	-0.021136262	-0.0094744318	-0.0260886458	0.0142845419	-0.0372469883	-0.0088389913	0.0012027834	-0.0529566211	0.0128305212	-0.0089633319	-0.0774945371	-0.0071780551	0.0074784543	0.0220413942	-0.0459321043	0.0007771297	-0.0363358956	0.0132260044	-0.0096420812	-0.0152932336	-0.0471047224	-0.0015966256	-0.0443010026	-0.0085172836	-0.0265206137	0.019213656	0.0057385789	0.0370925684	-0.0190713899	-0.0270871329	-0.015904314	-0.0713889291	0.0188716929	-0.0005174182	-0.033508893	0.0422528582	-0.0227865879	0.1261756376	0.1237128745	0.1196438145	0.1140212905	-0.0364964497083235	-0.0097470921780171	0.0013319908413121	9.500580592676402e-05	0.0714826313113832	0.0007268920656856	5.283720751566824e-07	0.0051097665791991	-0.0453634347473084	0.0027683093917261	7.663536888318965e-06	0.0020578412120733	0.0037599774758061	-6.874185199800403e-09	1.4137430618569211e-05	4.7254422161154914e-17	0.0011251046843396	0.0002819966453164	1.265860550722911e-06	7.95221079697035e-08	5.488451384517566e-05	-1.0302058613348775e-06	1.0613241167287372e-12	3.012309860021279e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6270.854655500948	-5.372525809568288	28.864033574477386	39323618.11041791	14738.217502288288	-100.01835180408852	217215055.1447568	10003.670697606418	6090.687252048784	-14.439514094456172	208.49956728399843	37096471.20226957	7292.322036193201	10133.19771733739	0.608844	27.816927	0.10248960952665	0.0485531555355884	-0.0412544974	-0.0108777821	0.0221545136	-0.0655892621	-0.0301280694	-0.0639259079	0.0585697653	-0.0854510622	-0.0465332193	0.0270670162	-0.0974558994	-0.0168416985	-0.0094490239	0.0036424163	-0.0263566423	0.0216168	-0.0464209112	0.0017299512	0.016107054	-0.0349380988	-0.0121271322	-0.0127374618	-0.0024313389	0.0425688304	0.0064548802	-0.1219846227	0.042304462	-0.0487691466	0.0530119356	-0.1349986348	0.0527723486	0.0093886115	0.0961559584	-0.0112527272	-0.038116554	-0.0405838753	-0.0009879722	-0.049651471	-0.0209227314	0.0280627917	-0.0029416193	0.0240415763	-0.0298446833	0.0085663096	-0.0538149716	-0.0274622436	0.0177421433	-0.0442684578	-0.0035436802	-0.0508633516	0.0149558449	-0.0188384265	-0.0203981935	-0.0409689798	0.0097557131	-0.0139356291	0.0119911515	-0.0115214569	0.0363445232	0.0044561844	0.021954534	0.0262355974	-0.0117938089	-0.0219524458	-0.0781742474	-0.0183145978	0.0006843143	-0.0118548636	0.0511772505	0.0051504094	0.1257691411	0.1221000468	0.1160639717	0.1077779285	-0.0202227263905143	0.0162737233178091	0.0004089586626656	0.0002648340706246	0.1015685334243698	0.0300859021129866	0.0009051615059522	0.0103161669819773	-0.0237102513158404	0.0216531834314679	0.0004688603527168	0.0005621760174603	0.0035289311529265	-0.0002310463228796	1.2453355082095155e-05	5.3382403316184456e-08	0.0007958270295669	-0.0003292776547727	6.333406609892754e-07	1.0842377393260944e-07	0.0001840965494806	0.0001292120356354	1.669575015305017e-08	3.389153953066301e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6275.656609463043	4.801953962095467	23.05876185408436	39383865.87989719	14811.344583225582	73.12708093729452	219375928.36304575	5347.569966409624	6104.898074574055	14.210822525270489	201.94747684473504	37269780.500938	7292.482346087883	10104.77991972484	0.742324	33.915382	0.0746103121949341	0.0364290492165736	-0.0444121129	0.0162946633	0.0353023654	0.0017150026	0.0178068404	-0.0620521781	-0.0100361509	-0.0339947556	-0.0272472827	-0.0099482804	-0.0677056355	-0.0285361149	-0.0021011108	0.0124169701	0.0134320526	-0.0128300179	-0.0137544351	-0.038407266	-0.0095128891	0.0389509128	-0.0355899784	0.0164971029	0.0382607333	-0.1167732127	-0.0689675895	0.0222955446	-0.0661392521	0.0530958217	0.1703730984	-0.0572616512	0.0759556307	0.0075190375	0.0774666501	-0.0211371225	0.0052432067	0.0170033257	-0.0104899881	0.0211645752	-0.0046956328	0.0278586386	-0.0124746703	0.0064081473	-0.0032983812	-0.0306875418	-0.004117442	-0.0150823401	0.0276260419	-0.0409315982	0.0063567218	-0.0467156226	0.0117216647	0.0157711876	-0.004121792	-0.0431640819	0.0069746338	-0.0547537705	0.0029770445	-0.0561285205	0.0422368385	0.0228033452	0.0324294644	-0.0357240997	-0.0257943704	-0.0151666988	-0.0129528282	0.0025241228	0.0045103412	-0.0896709061	0.0689283197	-0.0016670661	0.1252819198	0.12017379	0.1118139553	0.100428619	-0.0199648762583279	0.0002578501321864	0.0003985962840103	6.648669066854454e-08	0.078026209768609	-0.0235423236557608	0.0005542410031125	0.0060880894108549	0.0003703057447665	0.0240805570606069	0.0005798732283491	1.3712634460707228e-07	0.0036419143984266	0.0001129832455	1.3263540485466983e-05	1.2765213763735854e-08	0.0005401394157924	-0.0002556876137744	2.917505884925552e-07	6.537615583769787e-08	0.0003500173171336	0.000165920767653	2.7529701138560816e-08	1.2251212229340313e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6267.835473005618	-7.821136457425382	61.17017548566846	39285761.51666756	14807.036005000204	-4.308578225378369	219248315.2533724	18.56384632420461	6097.517565116431	-7.3805094576237025	54.47191985407292	37179720.456903405	7291.3686017471155	10069.743109957111	0.682045	31.161352	0.0467721425359314	0.0230432333996335	-0.0422380889	0.0113971403	0.0097673895	0.0025758819	0.0168740632	-0.0610290089	0.0286096226	-0.0491031232	-0.0225287711	-0.0098640126	-0.0797887602	-0.0401287913	-0.0095278651	-0.0008414844	-0.0206236174	-0.0043948673	-0.0307602309	-0.0178217333	0.000423444	0.0035973328	-0.0042879215	-0.0699161746	0.011095073	-0.0004949384	-0.0108488808	0.0038943295	0.0298420253	0.0231088948	0.0184191362	-0.0759159904	0.0893986112	-0.0105153043	0.081890043	-0.030329659	-0.001430391	-0.0096769587	0.0070642764	0.0115803262	-0.0137986006	0.0003427154	0.0118850545	-0.0048464636	-0.0203198776	0.028831361	0.0424141739	0.0022745042	0.0211146705	-0.0402621673	-0.0011529015	-0.0511444242	0.0208613486	-0.0018666776	-0.0085550697	-0.0314482673	0.013554692	-0.0262493774	0.0279201547	-0.0274432093	0.0324213518	0.0112215316	0.0193171132	0.04323222	0.0276292443	-0.0048970376	-0.0277237033	0.0213899011	0.0259276379	-0.0440172541	0.0517747137	0.0449229026	0.1247142864	0.1179390489	0.1069183059	0.092048776	-0.0299057543739138	-0.0099408781155858	0.0008943541446728	9.882105770893464e-05	0.0974402786833366	0.0194140689147276	0.0003769060718257	0.0094946079098863	0.0003829077636794	1.260201891289996e-05	1.5881088068108822e-10	1.4661835548595925e-07	0.0035709156286373	-7.099876978930008e-05	1.275143842684612e-05	5.040825311594031e-09	0.0003848432876647	-0.0001552961281277	1.4810435606057504e-07	2.4116887411455013e-08	0.0004718142889507	0.000121796971817	1.4834502343815445e-08	2.2260872325805465e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6327.545858054733	59.71038504911485	3565.330082713558	40037836.585785605	14923.66301320571	116.62700820550708	222715717.7317241	13601.859042967417	6155.0266699323865	57.50910481595565	3307.2971367325736	37884353.307578966	7358.774016837939	10242.22118454296	0.719461	32.870823	0.1015677239201724	0.0411446626773166	-0.0208093364	-0.0023842547	0.0350676826	0.0088561442	-0.0184096001	-0.0214665463	-0.0192337909	0.0198548258	-0.0311990804	-0.0358660494	0.0567492163	-0.0251726681	0.040019613	-0.0199751338	0.0478582557	-0.0231619218	-0.0436774028	-0.0716654148	0.077795433	0.1755891575	0.1570040896	-0.0724561315	0.0538373606	0.0121432104	-0.131858024	0.1388723662	-0.1274172594	0.087762913	-0.0728007838	0.049536325	0.0524258508	0.0601817455	-0.0398850707	-0.0345450934	0.0335796236	0.0515941482	0.0078501053	0.0195495792	0.0061691309	0.0029846368	-0.0479658395	0.0520009862	-0.0389293672	-0.0202677477	0.0802313964	0.198308352	0.0252407244	-0.0306174952	0.0051274942	-0.0450438946	0.027940499	0.0115196138	0.0161542403	-0.0530940517	-0.0024812713	-0.0746455052	-0.0099112965	-0.0753616587	0.0491930746	0.0142700414	0.0249439736	-0.0476478845	-0.0339402114	0.0167742485	-0.019948903	0.0590311092	0.0412063284	-0.0391530712	0.0171475442	0.0321962628	0.1240666051	0.1154015599	0.1014052916	0.082724388	-0.0379462382784367	-0.0080404839045228	0.0014399169994838	6.46493814188918e-05	0.0726747344042451	-0.0247655442790915	0.0006133321834396	0.0052816170207275	0.0111282613105174	0.010745353546838	0.0001154626228465	0.0001238381997951	0.0039819449368221	0.0004110293081848	1.585588547988316e-05	1.6894509218687566e-07	0.000142950913065	-0.0002418923745997	2.0434963546117186e-08	5.85119208894816e-08	0.0009792194499606	0.0005074051610098	2.5745999741948245e-07	9.5887073118114e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6348.488836715542	20.94297866080888	438.6083551870959	40303310.50990185	15049.759508511746	126.09649530603564	226495261.26403973	15900.32612846507	6175.62770473123	20.601034798843106	424.4026347831445	38138377.54744392	7395.302771470572	10244.88222214948	0.7247829999999998	33.113972	0.0830136022379423	0.0521331390529679	-0.0136745623	-0.0109312729	0.0084145224	-0.0732392082	-0.0582418416	0.0446603792	0.0317735606	0.0691321295	-0.067096393	-0.0169415349	0.1043055126	-0.0402005967	-0.0090502715	-0.0482083622	0.0547574138	-0.0152559023	-0.0618571867	-0.0551545227	0.0658016853	0.0503020477	0.0790510259	-0.004699823	0.0177690323	0.036152319	-0.0755466118	0.1068322026	0.0996862899	-0.0107819613	-0.0413174896	0.0576313767	-0.1072956981	-0.0303387975	-0.0892114294	-0.0425522913	-0.0452654882	0.0498182011	-0.0158925623	-0.022358023	0.0197542117	0.0413620239	-0.0247343723	0.0585921851	-0.0662085941	0.0281972025	0.0643420694	0.1703826459	0.0160834498	-0.0301800364	-0.0093551513	-0.044825402	0.0434719015	-0.0243057827	0.0106658612	-0.0386003828	-0.0072255259	-0.0122648345	0.0137615068	-0.043362954	0.0076198405	0.0223798693	0.0167148711	0.0949013505	0.0587849679	0.0269637678	-0.0459320917	0.0677752271	0.021474888	0.0373951179	-0.0356675949	0.0353008215	0.1233392918	0.1125678367	0.0953067456	0.0725511359	-0.0381543758687428	-0.000208137590306	0.0014557563979333	4.332125649842983e-08	0.0305717707583852	-0.0421029636458599	0.0017726595477646	0.0009346331673032	0.0147137291476937	0.0035854678371762	1.2855579611425688e-05	0.0002164938254316	0.0039056288118751	-7.631612494700011e-05	1.5253936416148906e-05	5.824150926926133e-09	0.0007180930311199	0.0005751421180549	5.156576013429657e-07	3.307884559606765e-07	0.0010701018702507	9.088242029010006e-05	8.259614317786392e-09	1.145118012714046e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
