global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
5333.817728102272	n/a	28449611.55661808	n/a	13787.848832848957	n/a	190104775.43749437	n/a	5403.7590910199615	n/a	29200612.31378088	n/a	6878.294595856362	7086.493814535869	n/a	n/a	n/a	n/a	-0.0851890188	-0.0975065508	0.1952477423	-0.0756240553	0.4095122747	-0.0397687212	0.1903686236	-0.218625003	0.2437732752	-0.5578377792	-0.0148726792	0.0928021709	0.0236826234	-0.0142444992	0.1233185553	-0.2534784609	0.0538745937	-0.1208996089	0.1688039083	-0.1831530364	0.1041666736	-0.1661461709	0.0820218864	-0.1318497106	0.0126198323	-0.0542305428	0.181131418	-0.171707017	0.0187813975	-0.0297996018	0.102119492	-0.1041691956	-0.0292312855	0.0244667696	0.1222772989	-0.0855869978	0.060447336	0.0231063774	0.0194447462	-0.0847090085	-0.0461445079	-0.0201925716	0.0577497702	0.0524860064	-0.1033590203	-0.0684898308	0.0467616595	0.0730933953	0.022121436	-0.10677196	0.2628276827	-0.0873568369	0.0586820008	-0.0367600432	0.0631225194	-0.0322399802	0.5771313124	-0.1474874303	0.0512400937	-0.1074649657	0.2390564699	-0.1696139005	-0.1097195813	0.0777666388	-0.0626821096	0.0426698632	-0.0214290283	0.0597763359	-0.128523898	0.0272324074	-0.02864276	0.0563419375	-0.1129507428	0.0210225105	-0.0604525288	0.1686858972	0.0077135473	0.046137917	-0.0246770826	-0.030343978	-0.0072107161	0.1085534394	-0.2046214383	0.1844559484	-0.3689691605	0.0556285147	-0.11853124	0.0464326545	0.0160674377	-0.0363813791	0.0621076061	-0.0446102988	0.0307831551	-0.023088845	0.2155898818	-0.0308619275	0.0932705117	-0.2005859379	0.0563719995	-0.1211933412	0.0251647473	-0.2554741478	0.0749425559	-0.1544527003	0.1824537697	0.1269899372	0.1269593695	0.1269084288	0.1268371232	-0.020087416598912	n/a	0.0004035043056182	n/a	-0.0589970938345345	n/a	0.0034806570809208	n/a	-0.0620171780014615	n/a	0.0038461303672649	n/a	0.0044508195920996	n/a	n/a	1.980979504141765e-05	-0.0011778622502653	n/a	n/a	1.3873594806000365e-06	0.0005141237298174	n/a	2.643232095613549e-07	n/a	0.0	0.0
5313.044889411962	-20.77283869030998	28228445.996906564	431.5108272536393	13611.267744926556	-176.5810879224009	185266609.62407804	31180.88061185868	5402.723942674606	-1.0351483453550827	29189426.000749443	1.0715320968913655	6840.262162683365	7042.947788345081	1.281266	28.800117	0.0962613921763776	0.0546612868355112	0.0353319018	-0.0150300984	0.0401847339	-0.1673331256	0.2060895131	-0.0683050487	0.0871695618	0.0220873014	0.1600237651	-0.0558558291	-0.0325554662	0.101777749	0.047024339	-0.1201913152	-0.0567270659	-0.205384557	0.0098532297	-0.2390655242	0.2153373114	-0.0921212354	0.0959050214	0.0769248473	-0.0357687338	-0.1131054738	-0.0405273234	-0.0936556394	-0.0195403256	-0.0676590931	0.0240935935	0.1135228732	0.0281044241	0.1174632672	0.1755843155	0.1553309503	0.0959453448	-0.1011082589	0.0200598787	0.0018886397	-0.0031628759	0.0174459837	-0.0186339364	0.0537734357	0.0674698876	-0.064076428	0.2182976999	0.0299452504	-0.0698312693	0.0916451886	-0.1000125891	0.1856871852	0.1509317987	-0.0823447972	-0.0136961925	-0.1034846927	-0.0078049636	0.0886094163	0.3263668477	-0.0310620019	-0.1077635752	0.1068962856	0.0926558593	-0.0999789773	0.1078154739	-0.0554495506	0.0292636453	0.1868020868	0.0377196913	0.0362319822	-0.0201341204	-0.1308699957	0.1849771294	-0.0550060737	0.0370503453	0.070044619	0.0319460114	-0.2133548654	0.1413810056	-0.093050266	0.0912219596	0.0488829422	0.0555355556	-0.0078112169	-0.1713359181	0.0433533052	-0.400354828	0.04743204	-0.0217685084	0.0173031131	0.0049025506	-0.017169778	-0.0246186572	-0.0859169552	-0.0128859537	-0.1253265065	0.2112567545	-0.1468288365	-0.004164901	0.0378669912	0.2391236826	0.0052055828	0.0130997746	0.2059081068	-0.0150684718	-0.1401414309	0.1114051801	0.1269084288	0.1266334666	0.1261756376	0.1255356027	-0.0242368508858419	-0.0041494342869299	0.0005874249408625	1.7217804901549452e-05	-0.057372444944292	0.0016246488902424	0.0032915974388858	2.639484016566177e-06	-0.0971009018512418	-0.0350837238497803	0.0094285851403244	0.0012308676791676	0.0049450694746991	0.0004942498825995	2.442829464496195e-07	2.4453712109600838e-05	-0.0009752516743306	0.0002026105759346	4.1051045480590837e-08	9.511158282846388e-07	0.0001029124853631	-0.0004112112444543	1.0590979643610273e-08	1.6909468756565405e-07	0.0	0.0
5300.048345795214	-12.996543616747658	28090512.467766587	168.9101459820243	13518.330277743406	-92.93746718315016	182745253.4981541	8637.372806419111	5392.402373335959	-10.32156933864735	29078003.355959285	106.5347936125051	6814.331797368476	6891.8203936244745	1.140724	25.641027	0.1274623104159246	0.101791393244592	0.1107661144	0.0004232397	-0.0684873458	-0.0255466602	0.0202271911	-0.1094486767	0.0097498826	-0.0426205354	0.1209293615	0.0099120473	-0.1120301523	0.0448819534	0.0179799099	-0.0713468455	-0.1927295771	-0.0453298984	-0.0491034556	-0.0874954926	0.0493964905	-0.0247736371	0.0429291191	-0.0054434138	-0.0852019273	0.013270946	0.138812259	0.1184868576	0.0124440521	0.1747022476	-0.0686470046	-0.0480292848	0.0615796248	0.0562107851	-0.0635930963	0.0421615466	0.0586423586	-0.0479477784	0.0042235059	0.0082780146	-0.1026945819	-0.0129316979	-0.0409642551	0.123181213	-0.0658266511	0.0070070157	-0.2039746789	0.1273643565	-0.0496955685	0.0285597414	-0.0783658374	-0.0291725114	0.0750634663	-0.0880979283	-0.121631163	-0.0985553779	-0.0785608897	0.0366040782	0.1245434139	0.0991706615	-0.0754040517	0.0280962074	-0.037046336	0.0202940433	0.0980712053	-0.1154246417	0.0624326004	-0.0034672635	-0.1629031635	-0.0850031684	0.183284414	-0.0532155272	-0.0432593688	0.0095736971	0.0382883521	-0.0640006087	0.0544662572	-0.0554129565	-0.0419666344	0.1438441677	-0.2041947659	0.1503712122	0.0561450948	-0.0784249222	-0.1025561939	-0.0279001834	-0.2614478964	0.1389702088	-0.0237461919	0.084035076	0.0234696312	0.0119708589	0.0559997129	0.0371219519	-0.1557861182	0.0071622374	0.0609179749	-0.0013532363	-0.044024598	0.0940851064	-0.0174411382	-0.0551325407	-0.1774435014	0.1050172646	0.0705532968	0.1281550173	-0.2537140593	0.1267454643	0.1259824975	0.1247142864	0.122945917	-0.0190361766091626	0.0052006742766793	0.0003623760198952	2.704701293211376e-05	-0.0590434488028677	-0.0016710038585757	0.0034861288465368	2.7922538953748808e-06	-0.0807463476436822	0.0163545542075596	0.0065199726577943	0.000267471443328	0.0031010559966732	-0.0018440134780259	3.400385707141177e-06	9.616548294502812e-06	-0.0007578063687634	0.0002174453055672	4.7282460913213e-08	5.742704925383702e-07	0.0001261752632322	2.3262777869099996e-05	1.592019705171496e-08	5.411568341870883e-10	0.0	0.0
5311.235531283146	11.187185487931856	28209222.86876456	125.15311914139312	13479.503244687434	-38.8270330559717	181697007.72353905	1507.5384959295188	5394.545057834904	2.142684498944618	29101116.381010983	4.591096862017549	6799.237804364144	6882.9736918302	1.101418	24.757528	0.0857282292663471	0.0459438628972387	0.0663702634	0.0195029987	-0.0884794752	0.0871576845	-0.0824035542	0.0250550696	-0.0375922474	-0.1166339364	0.0196402692	0.0627822106	-0.0652131656	-0.0650094566	-0.0830868794	-0.0317658079	-0.0838358222	-0.2786218516	-0.1716095174	0.0626741752	-0.0971101978	0.1218338746	0.1727371597	-0.0024853868	-0.0687702099	-0.0658265475	0.0085293656	0.0055477882	-0.0664223033	0.0922321572	-0.0175805923	-0.0129488267	-0.0532670924	-0.1955223411	-0.148365165	-0.0889689271	-0.0198356082	0.0567846405	-0.0194227448	-0.0010793241	0.086888588	-0.0783238873	0.0178728352	0.1099992541	-0.0810223876	-0.0708987204	0.0623561843	-0.0021147887	0.0243142104	0.0646830612	0.0478924216	-0.130763191	-0.1092053114	0.0235065839	-0.0746255692	0.0311820228	-0.0916869965	-0.0689104757	0.1460397534	0.2053131174	-0.0311073531	0.0844558206	0.0089683984	0.1803088165	-0.0149241851	-0.0041351742	0.0469208912	-0.1518896122	0.0585195305	-0.2081666589	-0.07281518	-0.1941507535	0.0407157217	0.0540835265	0.1095603876	0.0471311185	0.1137417704	0.0351608551	-0.0046711389	0.019445936	-0.0532176365	-0.0678539685	-0.0397527776	-0.0612583507	0.0263503609	-0.013300686	-0.2067111859	0.1861621986	-0.1080303697	-0.0155708349	-0.0003977032	-0.008648452	0.0923407276	0.024007239	0.0050632306	-0.0704690857	-0.1968894842	0.1461750369	0.0920255064	0.0650173771	-0.1223254497	-0.0071054687	-0.1329694027	-0.0622120662	-0.0323204718	0.1921260702	-0.1071443279	0.1265011483	0.125008133	0.1225328133	0.1190946399	-0.0179630971301207	0.0010730794790419	0.0003226728585061	1.1514995683408376e-06	-0.0199871545095788	0.0390562942932889	0.0003994863453897	0.0015253941239239	-0.0671828521101858	0.0135634955334963	0.004513535617659	0.0001839684110871	0.0027675711731468	-0.0003334848235263	1.1121212752243394e-07	7.659450198433157e-06	-0.0005566791882982	0.0002011271804652	4.0452142721881145e-08	3.098917186843428e-07	0.000232270458451	0.0001060951952188	5.3949565869037725e-08	1.1256190448515284e-08	0.0	0.0
5319.508420086265	8.272888803118803	28297169.83136867	68.44068914876847	13469.295588454155	-10.207656233278612	181421923.64915055	104.19624577679171	5405.210118804564	10.665060969660772	29216296.428427253	113.74352548658156	6809.099043566115	6940.4622550978565	1.026811	23.080515	0.1250374144473928	0.0670350418654644	0.0207260112	-0.0034370195	0.0066592226	0.1098756799	-0.103513293	0.0343386195	-0.0102250891	-0.0612106802	-0.1415035659	0.0108293573	0.0441312592	-0.1039609548	-0.0327063352	-0.0070733144	0.0814207565	-0.1777428724	0.1258212704	0.2491863995	0.0864882878	-0.0177171589	-0.0732882339	-0.0016559807	-0.1623148104	0.1051930131	0.0818041824	-0.0005369312	-0.0635972029	0.0045697817	-0.0059518136	-0.1416312682	-0.1275440331	-0.0975864389	-0.0511540196	-0.1647957574	-0.0728822783	-0.056173336	0.086829082	0.1777557844	0.0971854491	0.1187740002	0.0361786229	-0.0302052369	0.0885580395	-0.0409673231	0.0403513724	-0.004330776	-0.1537977196	-0.1037080006	-0.014766609	0.0304993543	-0.1043249981	0.0158424376	0.0551961465	0.0895127688	-0.0304146587	-0.0883590666	0.062181577	0.0663721757	0.1313660994	0.191999768	-0.0375456711	0.2172728492	0.1304759407	0.0914351995	-0.0511402098	-0.0572994277	-0.0308486635	-0.2293632336	0.0647795832	0.22582468	0.0625294515	0.1537419957	-0.0292369948	0.0475172037	-0.0215000584	-0.1624197214	-0.1101784086	-0.0502851784	0.033613606	-0.0781643036	0.0586680845	0.0506792341	0.0619196284	0.0216009928	-0.0953355703	0.1352228493	-0.1019094739	-0.0891842664	0.0377752639	-0.0758340138	-0.0544698951	0.0310399335	-0.0092850172	-0.0622091729	-0.2400799714	0.0793161671	0.0583853861	0.0228911829	-0.1572599705	0.0576341782	0.2769870428	0.0119950636	-0.2095673117	0.1723152682	0.0881822365	0.1261756376	0.1237128745	0.1196438145	0.1140212905	-0.0176605065446864	0.0003025905854343	0.0003118934914149	9.15610623934725e-08	-0.0645475848289862	-0.0445604303194074	0.0041663907072551	0.0019856319502507	-0.0423610605983526	0.0248217915118332	0.0017944594550173	0.0006161213338569	0.0022470162015735	-0.0005205549715733	2.709774784296792e-07	5.049081810133801e-06	-0.000942965167973	-0.0003862859796748	1.4921685809332002e-07	8.891833080103481e-07	3.205936908474158e-05	-0.0002002110893662	1.0278031461116844e-09	4.0084480305223926e-08	0.0	0.0
5312.664020214835	-6.8443998714301415	28224398.99168525	46.845809600032936	13492.298011257224	23.00242280306884	182042105.62457564	529.1114548111414	5401.782890326882	-3.4272284776825472	29179258.39422824	11.74589503823823	6809.471624301343	6936.12130546925	0.943144	21.19985	0.0650306855223184	0.0338298477557901	0.0534228852	-0.0125207925	0.0671295502	0.0829226039	-0.0195460097	0.0121763203	0.0305317813	-0.0064542806	-0.1114326309	0.0833031512	0.0200944469	-0.1383925311	0.0649754838	0.009736004	0.1114481831	-0.0464492693	0.1063983379	0.0110773965	0.0730963265	0.0659260967	-0.2520383913	-0.0382381604	-0.1008637966	-0.1185613963	0.0250646509	0.1188731592	-0.122296223	0.0508562267	0.0097013908	0.1176663263	-0.0782934626	-0.0880478477	0.116945472	-0.1169730469	0.0358264862	0.1093918639	-0.0016757631	-0.0155618498	0.0004361035	-0.0667273645	0.0453865917	-0.1541869122	-0.1956211492	0.0266314972	-0.0968097785	-0.0283645774	0.1575501796	-0.052137896	0.0025495998	0.0912998303	-0.038392634	-0.0061765784	0.0848307607	0.1205864747	-0.0491520445	0.0074680432	-0.0464393705	-0.0412213952	0.066450074	0.1458342074	0.0611825124	0.1282116732	0.2699261677	-0.0093307473	-0.1067200449	-0.1594263612	0.0387915142	0.0089315364	-0.0387982669	-0.0753217444	-0.1963230812	-0.1442991705	-0.0076232433	0.1203809604	-0.1064179948	0.0111051079	-0.0635725515	0.0195661929	0.004867307	-0.0726309745	0.0379139383	0.1295497616	0.0268616141	-0.0318645354	-0.0504764019	0.0956278232	-0.1015333287	-0.0873288885	-0.0104164854	-0.0886218048	-0.0495954323	0.0266666838	0.0317399528	0.118021651	-0.1780139368	0.0726453794	0.1042906112	-0.0112215121	-0.1521977471	0.1142310178	-0.0012799443	-0.0454586942	-0.0171200813	0.1503316441	0.0006773677	0.1257691411	0.1221000468	0.1160639717	0.1077779285	-0.0264701109315552	-0.0088096043868688	0.0007006667727288	7.7609129453138e-05	-0.054474040144413	0.0100735446845732	0.0029674210496551	0.000101476302512	-0.0387120085994183	0.0036490519989343	0.0014986196098014	1.3315580490926436e-05	0.0017079101403572	-0.0005391060612163	2.906353452401532e-07	2.9169570475349508e-06	-0.0010406574447376	-9.769227676459998e-05	9.5437809394512e-09	1.082967917287791e-06	-0.0001811119819732	-0.0002131713510579	3.280155001426072e-08	4.544202491186816e-08	0.0	0.0
5309.736603325734	-2.927416889100641	28193302.796697102	8.569769642591675	13468.383341959076	-23.91466929814851	181397349.8459607	571.911407639807	5400.778793687847	-1.0040966390351969	29168411.578348357	1.0082100605217783	6800.143644097511	6906.277212018629	1.178496	26.490078	0.0980322095783456	0.0459550628007727	0.0852537669	-0.0147400553	0.1341038382	-0.0296557416	0.0820130003	0.014002759	-0.0355889846	0.089522424	-0.0652125212	0.1487670715	-0.0266759224	0.0963056219	0.0407592734	-0.2201768297	0.0785125846	0.0991893231	-0.0247073017	-0.0960308248	0.0388587339	-0.0373428823	-0.0848745659	0.0745346852	0.0217946648	-0.0093533804	0.1388752825	-0.0967534716	-0.1696981435	-0.0604054612	-0.1645258135	0.0386548346	0.1153686782	0.0969291342	0.1465307082	-0.0233575212	0.0042767727	-0.0389060941	-0.0435409025	-0.0271619485	0.0177544014	0.0136997396	-0.1430126015	-0.1934006199	0.0492085428	0.0309528888	0.0395413588	0.0351711672	0.0495007851	-0.0253858015	0.0149018132	0.019566042	0.121053568	0.0849785401	0.0290014802	0.0595083419	-0.0684302694	0.0988025124	-0.1058673158	-0.1587363716	-0.0783926309	0.0310824455	-0.0345706265	-0.0409840887	0.0796698757	-0.1691687018	-0.0427465098	0.1170740433	-0.1010148027	-0.0431331827	0.2292206946	0.1195690887	0.0436837742	-0.0851319681	-0.0441885324	0.0325578829	0.0140170207	0.0860968929	0.0786504826	-0.0619886395	0.0319088496	-0.1611002199	0.0093053673	0.0982119726	-0.1197579698	-0.092521799	0.0745410973	-0.0753730234	-0.002926666	-0.1005014122	-0.0881597986	-0.0098664094	-0.0635986266	-0.0188245629	0.0015720791	0.2479223552	0.0642680922	-0.0486386612	-0.1582650456	0.0506848242	-0.1684801198	0.1344535316	0.1191898998	-0.0200579144	0.0775529404	-0.0072162558	0.0503538416	0.1252819198	0.12017379	0.1118139553	0.100428619	-0.0164768046225844	0.0099933063089708	0.0002714850905708	9.98661709849156e-05	-0.0497185630293302	0.0047554771150827	0.0024719355097014	2.261456259207621e-05	-0.0227405019893112	0.0159715066101071	0.0005171304307258	0.0002550890233966	0.0012889788882743	-0.0004189312520829	1.755033939717464e-07	1.66146657441685e-06	-0.0014054815646942	-0.0003648241199565	1.330966385021076e-07	1.9753784286952564e-06	-0.0007435950008174	-0.0005624830188442	5.52933525240629e-07	3.1638714648808464e-07	0.0	0.0
5323.224441761247	13.487838435513368	28336718.457364343	181.9217856625117	13449.864369849636	-18.518972109439343	180898851.56735075	342.9523279901924	5400.113987021927	-0.6648066659199685	29161231.07282985	0.4419679030516246	6792.798728261096	6955.301459854098	1.151439	25.881889	0.0866918731988262	0.0446349037655506	-0.0284038148	0.04777218	0.0456211948	-0.1081865089	0.0207359542	0.0922272779	-0.0955007186	0.1351962608	0.0450377048	0.1606722412	-0.038082859	0.1251026838	-0.0819453281	-0.0935919999	0.0515908432	0.260465678	0.0194147355	-0.0120183723	-0.0497126319	-0.1728247433	0.0652014133	-0.0552535265	0.0834600182	0.0049887105	0.0188859661	0.147963659	-0.0125492076	0.0318374693	-0.0129942725	-0.0731986082	-0.1644762938	-0.039387192	0.003840592	-0.1386352894	0.0279498837	-0.0594138564	-0.1470791241	0.0710537838	0.007234017	-0.0427101536	0.1603108188	0.0754810402	-0.0207181172	0.1568370078	0.0502988847	0.0756243327	-0.024626975	-0.0424346407	0.1269295839	-0.015581906	0.0572577691	0.1383893073	-0.0487992634	-0.0154843771	0.0410626754	0.1004441095	-0.1153323294	-0.1243443774	-0.080635545	0.0015077409	-0.1197878796	-0.0690188923	-0.0930572987	0.1372529618	0.0786110711	-0.0762113605	0.0074842217	0.0685464824	0.148898575	0.0221416943	-0.1772492407	0.0190576542	0.1598477247	-0.136113971	-0.0473919708	-0.0687281418	-0.0218367857	-0.0066823729	-0.0116697753	-0.0251481149	0.1425815538	-0.051334755	-0.106334327	-0.0609836065	0.0870090368	-0.2048241534	0.0235529175	-0.0081814435	-0.048360616	0.1020461931	-0.0288359413	-0.0205310944	-0.1776130722	0.1471054309	-0.0836914674	-0.1618056776	-0.0816570899	-0.0568938705	0.0471510717	0.1506984651	0.1412104129	0.147951714	0.0315884747	-0.0751536178	-0.0574325184	0.1247142864	0.1179390489	0.1069183059	0.092048776	-0.0315653151794634	-0.015088510556879	0.0009963691223788	0.000227663150825	-0.0699304956434332	-0.020211932614103	0.0048902742209362	0.000408522219997	-0.0273500891744404	-0.0046095871851292	0.0007480273778498	2.124829401730736e-05	0.0006301107057978	-0.0006588681824764	4.341072818798864e-07	3.970395015610017e-07	-0.0012471998883056	0.0001582816763886	2.5053089080385493e-08	1.5555075613895009e-06	-0.0006251080028282	0.0001184869979891	3.907600151998609e-07	1.4039168692492676e-08	0.0	0.0
5338.187288018994	14.962846257746603	28496243.521967582	223.8867681329616	13451.943278064466	2.0789082148294256	180954777.95626372	4.321859365685269	5404.906039736427	4.792052714500642	29213009.29837931	22.96376921855297	6799.634419347884	7039.996779429402	0.988713	22.224144	0.106215642887534	0.0528554643693011	-0.0566137014	0.1369331669	-0.0272507421	-0.1105630295	-0.1040286243	0.0485120952	-0.0204704277	0.1272457757	0.1156056206	0.0696128366	0.0041640071	0.0326028	-0.0896147048	-0.0224010411	-0.0346084021	0.0352383979	-0.0358436564	-0.1246563078	-0.0664294236	-0.0325520291	0.0166118066	0.1033858783	-0.1102064523	0.0048393612	-0.2383048074	0.1470131624	0.0360532109	0.0619148643	0.0049864667	0.0432541189	0.0003968654	0.108340236	0.0791490656	-0.0497005015	0.0168060961	0.1433317434	-0.1165246397	0.0426331358	0.0167841833	0.1925906442	-0.0494806788	-0.0098633688	0.0409056186	-0.0441256784	0.0591396031	0.0351563012	0.0543408663	-0.0392558356	0.0196054925	-0.0127903919	-0.0477549684	0.0789512737	-0.0283749411	-0.0653294752	0.0441758484	0.1505554431	-0.0178755172	0.1031143886	-0.0885333593	0.0668655278	-0.0839778914	-0.0493895161	0.0143695556	0.0494459734	0.1555772096	0.0444279263	-0.0602905517	0.0814141999	-0.0135697688	-0.0926210152	-0.1750245247	-0.0116728628	0.0516764714	-0.0003450275	-0.0069037247	-0.03988559	0.0180216733	-0.0677775875	-0.1261889921	0.0112794495	-0.0961951383	-0.1239111859	0.0016479298	-0.0711432552	0.0250719765	-0.165137249	-0.037429708	0.0608084623	-0.0648503358	0.0836025516	-0.0245082277	-0.0359583066	-0.0672053273	0.0394656464	-0.0941112034	-0.0464006597	-0.0567879041	0.0537161365	0.0716627245	0.1429930809	0.1781731377	0.169661016	0.0567004052	-0.1403475376	-0.1240701644	0.1240666051	0.1154015599	0.1014052916	0.082724388	-0.0267196481513281	0.0048456670281352	0.0007139395973307	2.3480488947557568e-05	-0.0363079864530533	0.0336225091903799	0.0013182698802751	0.0011304731242571	-0.0367745815046092	-0.0094244923301688	0.0013523698448391	8.882105568141057e-05	0.0009839204184195	0.0003538097126216	1.2518131274544988e-07	9.680993897828038e-07	-0.0008775897227977	0.0003696101655078	1.366116744467772e-07	7.701637215601439e-07	-0.0001820683941808	0.0004430396086474	3.3148900159575166e-08	1.9628409483044133e-07	0.0	0.0
5335.708904217604	-2.478383801390009	28469789.510547023	6.142386266992394	13513.3831101509	61.43983208643476	182611523.0817116	3774.852966809299	5410.781563023965	5.875523287537362	29276557.122760057	34.52177390239385	6806.845035569211	7060.647351341318	1.03189	23.194691	0.0441422572423106	0.0296114482406586	0.0294396628	0.1681856997	-0.0809816322	-0.0272627084	-0.0903046279	0.0030979117	0.1137142661	0.0784484939	0.0401643697	0.1466367231	0.0794843747	-0.0021339816	-0.039624518	-0.0052687914	-0.048668758	0.0915079828	-0.0463893737	-0.0982183317	-0.0729369887	0.0204122585	-0.0911856123	-0.0616238931	0.2095303943	0.098913664	-0.1265278689	0.0407593801	0.1228547244	-0.1153533484	0.043339492	0.1830635658	-0.0232021204	0.0488454708	-0.0634922487	0.0505005905	-0.0251787632	-0.0530642433	-0.0339801265	-0.0897019718	0.0318807775	-0.0572078386	0.0792935761	-0.0571803218	0.0451283837	-0.1097607999	-0.2260758524	0.11408576	0.073196327	0.0354446493	0.0055445302	0.1154116545	-0.0706516948	0.0657561412	0.0493989181	-0.0964803575	-0.0471646151	0.0677273091	-0.1112131976	0.0721702996	-0.0576178574	-0.0741165151	-0.0360918564	-0.2022249709	-0.0138047167	-0.0936765586	-0.0406818164	0.0216304335	0.010822404	0.1865109047	-0.1753067035	-0.0205116144	-0.0466619986	0.0385673003	0.0179207943	-0.0584999616	-0.1624814048	0.0248486394	0.0281784966	0.0445496491	0.0299011383	-0.035979185	-0.1019561535	-0.110086834	0.036934875	-0.106928604	0.0796848272	-0.0724398126	-0.0453756387	0.0655854046	0.0006818622	0.0941003894	-0.0713699148	-0.0287166756	0.0113172846	0.1119881592	-0.0138690281	0.0702799951	-0.0621277009	0.1494128201	-0.0508406197	0.115789189	0.0201253063	-0.039500038	0.145672645	-0.0418110142	-0.0961213526	0.1233392918	0.1125678367	0.0953067456	0.0725511359	-0.0267203271807545	-6.790294263987751e-07	0.0007139758846465	4.610809619154495e-13	-0.0170906862669539	0.0192173001860993	0.0002920915570754	0.0003693046264426	-0.0145765368141894	0.0221980446904198	0.0002124754254954	0.0004927531880778	0.0009529227380252	-3.099768039429988e-05	9.60856189827163e-10	9.08061744645444e-07	-0.0008540874794424	2.35022433553e-05	5.523554427317431e-10	7.29465422540272e-07	-0.0001820931371585	-2.474297770000528e-08	3.31579106002243e-08	6.122149454629586e-16	0.0	0.0
